GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
273,464.2996,1376.1299,-1117.6388,0.0,0.0,0.0,-1232.6116,-16045.3873,615.5313,11583.4227,-1910.2804,58.91368752,12.4824,-4356.254200000001,-1851.3667124800002,-6195.138512480001
274,514.6564,1406.0358,-1096.8902,0.0,0.0,0.0,-1290.53,-15958.7893,607.572,11611.0962,-1987.9591,57.190106879999995,5.6361,-4206.849099999999,-1930.76899312,-6131.98199312
275,497.1501,1362.0007,-1074.9117,0.0,0.0,0.0,-1275.9113,-15920.0326,605.5587,11605.7908,-1991.031,57.23105112,11.3002,-4200.355299999999,-1933.7999488799999,-6122.855048879999
276,473.4755,1425.6699,-1072.7213,0.0,0.0,0.0,-1257.6856,-16023.0658,604.0518,11536.3092,-1900.9811,57.92931288,11.6087,-4313.966300000002,-1843.05178712,-6145.409387120002
277,517.2872,1478.8009,-1092.0288,0.0,0.0,0.0,-1330.9321,-15945.304,589.4795,11558.6318,-1953.8073,57.03655464,14.9853,-4224.065500000002,-1896.7707453599999,-6105.850945360003
278,475.3536,1453.6358,-1108.6477,0.0,0.0,0.0,-1274.258,-16079.9973,601.5213,11567.9521,-1851.6054,57.97329912,15.1544,-4364.440199999999,-1793.6321008799998,-6142.917900879999
279,490.9216,1437.3815,-1090.6745,0.0,0.0,0.0,-1263.6854,-15994.7759,608.7603,11536.9635,-1899.909,57.212597519999996,14.4982,-4275.108899999999,-1842.6964024800002,-6103.307102479999
280,516.3297,1421.2417,-1082.7383,0.0,0.0,0.0,-1265.7516,-16147.737,615.2746,11617.7391,-1844.8045,57.9799332,14.3402,-4325.641799999999,-1786.8245668,-6098.1261668
281,512.7797,1432.5631,-1072.3582,0.0,0.0,0.0,-1271.1162,-15942.0915,605.0916,11524.8339,-1933.3301,57.0549312,13.4969,-4210.2976,-1876.2751687999998,-6073.0758688
282,524.7142,1373.6389,-1124.1587,0.0,0.0,0.0,-1283.7476,-15914.2064,592.456,11505.8453,-1951.6519,58.39442999999999,12.5735,-4325.458299999997,-1893.25747,-6206.142269999996
283,487.5722,1436.7437,-1074.0624,0.0,0.0,0.0,-1257.6984,-16063.1111,621.5243,11565.0666,-1868.1479,57.60327312,12.6275,-4283.965099999999,-1810.54462688,-6081.8822268799995
284,505.6366,1374.1808,-1078.0805,0.0,0.0,0.0,-1286.8939,-16157.4702,603.2492,11547.6106,-1775.3051,56.205493919999995,7.6954,-4491.767399999999,-1719.09960608,-6203.171606079999
285,477.5482,1372.6923,-1086.0626,0.0,0.0,0.0,-1277.141,-16187.3708,609.9209,11626.8665,-1798.6896,55.95918408,18.0049,-4463.546500000002,-1742.7304159199998,-6188.272015920002
286,513.3364,1398.7713,-1064.3565,0.0,0.0,0.0,-1293.6338,-16007.8805,598.5804,11523.6754,-1884.0384,57.08872296,21.813,-4331.507299999999,-1826.9496770399999,-6136.643977039998
287,481.2866,1383.8801,-1052.726,0.0,0.0,0.0,-1268.7766,-15980.033,601.7774,11631.78,-2002.5106,57.70653408,14.4015,-4202.811499999998,-1944.80406592,-6133.214065919998
288,515.5998,1405.72,-1054.7714,0.0,0.0,0.0,-1322.9262,-16052.3274,610.2612,11613.3794,-1906.7694,55.7143884,14.9638,-4285.0646,-1851.0550116,-6121.1558116
289,499.2616,1377.7449,-1081.6024,0.0,0.0,0.0,-1260.9259,-15970.7292,604.0997,11556.2392,-1984.2032,58.0382388,18.4142,-4275.9121,-1926.1649611999999,-6183.6628611999995
290,493.4223,1392.0309,-1085.2881,0.0,0.0,0.0,-1278.1707,-15816.8063,596.4475,11522.4955,-2080.2319,57.251016,17.1202,-4175.8688999999995,-2022.9808840000003,-6181.729584
291,544.1312,1372.7932,-1080.851,0.0,0.0,0.0,-1279.6987,-15762.5393,604.6041,11529.4571,-2133.6427,58.27798944,8.2458,-4072.1034,-2075.36471056,-6139.222310560001
292,522.7165,1446.7286,-1102.0216,0.0,0.0,0.0,-1282.8346,-15954.4964,584.277,11591.1154,-2015.2331,58.11096528,14.8193,-4194.515099999999,-1957.1221347199998,-6136.817934719998
293,498.061,1454.1782,-1072.1129,0.0,0.0,0.0,-1246.2802,-15958.8453,601.2432,11619.0677,-2029.6656,57.70498896,12.2286,-4104.6883,-1971.96061104,-6064.420311039999
294,499.8146,1392.8765,-1071.9669,0.0,0.0,0.0,-1288.9444,-15894.1943,608.2576,11530.4441,-2028.3188,55.83231864,14.6643,-4223.7127999999975,-1972.48648136,-6181.534981359997
295,516.5108,1451.622,-1122.5799,0.0,0.0,0.0,-1258.8512,-15715.8836,595.7732,11540.2514,-2190.2406,58.41359712,6.738,-3993.1573000000008,-2131.8270028800002,-6118.24630288
296,481.9022,1404.7628,-1092.3489,0.0,0.0,0.0,-1261.9065,-15880.6039,604.2069,11594.3618,-2060.2649,58.924041839999994,4.9176,-4149.625599999999,-2001.3408581600002,-6146.048858159999
297,482.7145,1409.5722,-1069.1131,0.0,0.0,0.0,-1285.7976,-16007.6441,602.0753,11529.3911,-1932.6831,58.6311552,12.1285,-4338.8017,-1874.0519448,-6200.725144800001
298,465.1913,1446.7109,-1102.6906,0.0,0.0,0.0,-1253.433,-16095.6463,605.1732,11576.8867,-1881.9382,57.00676464,8.6828,-4357.8078000000005,-1824.93143536,-6174.056435360001
299,492.4377,1516.5807,-1105.0055,0.0,0.0,0.0,-1260.9914,-16055.715,609.4287,11508.1852,-1876.1691,58.331708639999995,12.8348,-4295.079600000001,-1817.83739136,-6100.082191360001
300,496.0255,1383.8498,-1079.2726,0.0,0.0,0.0,-1250.5989,-16141.0394,608.8342,11578.3497,-1857.2355,57.26797344,28.8255,-4403.851699999999,-1799.96752656,-6174.993726559999
301,518.2153,1448.7941,-1105.759,0.0,0.0,0.0,-1267.1213,-15997.5988,582.9255,11461.0252,-1884.7288,56.76133968,13.983,-4359.519000000002,-1827.96746032,-6173.503460320002
302,491.4011,1414.3537,-1098.6833,0.0,0.0,0.0,-1263.2793,-15889.2015,606.7289,11515.189,-1991.4362,57.939344639999995,12.7809,-4223.491399999999,-1933.4968553600002,-6144.207355359999
303,489.1071,1412.8985,-1097.4081,0.0,0.0,0.0,-1260.9993,-15948.775,587.3071,11503.8103,-1948.2713,59.25751919999999,9.1041,-4314.059400000002,-1889.0137808000002,-6193.969080800002
304,531.1004,1420.0687,-1059.4196,0.0,0.0,0.0,-1261.989,-15991.0188,613.4504,11543.6692,-1956.5733,58.92426072,0.0705,-4204.1386999999995,-1897.6490392800001,-6101.717239279999
305,490.2981,1385.3189,-1058.7521,0.0,0.0,0.0,-1259.4217,-16015.9225,608.2391,11595.6766,-1936.7106,59.275657439999996,5.4027,-4254.563599999998,-1877.43494256,-6126.595842559998
306,493.2126,1394.2462,-1094.7549,0.0,0.0,0.0,-1257.6995,-16041.5484,632.908,11537.4711,-1857.0127,58.06434168,18.5723,-4336.164899999998,-1798.94835832,-6116.540958319998
307,519.4936,1378.6089,-1062.9626,0.0,0.0,0.0,-1242.9824,-16024.5821,598.9133,11496.4248,-1891.7163,58.001990400000004,6.5366,-4337.086499999998,-1833.7143096,-6164.264209599997
308,518.4012,1351.8728,-1106.1627,0.0,0.0,0.0,-1261.8294,-15906.0638,602.9763,11486.3555,-1945.751,58.680861119999996,3.9536,-4314.450100000002,-1887.07013888,-6197.566638880002
309,514.112,1432.8872,-1117.9292,0.0,0.0,0.0,-1265.7315,-15914.1856,624.3178,11574.0197,-2013.0226,59.7686724,18.5036,-4152.509599999999,-1953.2539276,-6087.2599276
310,491.3453,1358.3378,-1088.048,0.0,0.0,0.0,-1277.845,-16033.8339,613.9279,11575.8964,-1913.991,57.57151176,8.5122,-4360.219499999999,-1856.41948824,-6208.126788239999
311,512.3061,1468.028,-1092.616,0.0,0.0,0.0,-1288.0689,-15954.6835,604.8359,11513.1797,-1967.3423,57.11377896,10.8079,-4237.018699999999,-1910.22852104,-6136.439321039999
312,525.5481,1527.1578,-1113.2958,0.0,0.0,0.0,-1271.1377,-15935.7819,586.3946,11529.0378,-1979.0461,59.50181736,7.2282,-4152.0771,-1919.5442826400001,-6064.39318264
313,502.9826,1452.1004,-1070.7825,0.0,0.0,0.0,-1253.228,-16094.1659,608.3136,11525.2473,-1853.1949,57.93541704,9.838,-4329.532500000001,-1795.25948296,-6114.953982960002
314,536.0112,1420.7303,-1103.4497,0.0,0.0,0.0,-1222.9253,-16024.1544,605.9288,11568.2604,-1957.5473,60.28352352,6.4121,-4219.5987000000005,-1897.26377648,-6110.450376480001
315,487.8857,1428.7521,-1080.0675,0.0,0.0,0.0,-1270.4857,-15962.9583,592.6233,11496.298,-1912.1404,58.73864616,8.0627,-4307.9524,-1853.40175384,-6153.29145384
316,487.6547,1430.6575,-1108.2025,0.0,0.0,0.0,-1260.0279,-15941.4862,603.8751,11529.2248,-1971.7843,59.99148648,7.9542,-4258.3045,-1911.79281352,-6162.14311352
317,527.9703,1439.0776,-1056.9436,0.0,0.0,0.0,-1275.7254,-15765.8158,599.1556,11473.8079,-2063.3713,58.9494852,7.1365,-4058.4734000000008,-2004.4218147999998,-6055.758714800001
318,503.9826,1463.0072,-1133.3553,0.0,0.0,0.0,-1274.3875,-15873.8154,590.9535,11514.0445,-1995.0119,58.20236496,16.375,-4209.5704000000005,-1936.80953504,-6130.00493504
319,497.1956,1419.2483,-1111.1371,0.0,0.0,0.0,-1243.0541,-15878.8255,623.5304,11508.6088,-2017.6213,59.937273360000006,13.9381,-4184.433600000002,-1957.68402664,-6128.179526640001
320,500.0805,1448.075,-1106.2434,0.0,0.0,0.0,-1276.7381,-15822.5113,605.3826,11507.9419,-2071.7035,61.23287016,20.4828,-4144.012799999999,-2010.4706298400001,-6134.0006298399985
321,482.2777,1429.3004,-1075.1588,0.0,0.0,0.0,-1263.6501,-15929.8398,591.3938,11502.6739,-1970.8704,59.239242000000004,10.8767,-4263.0028999999995,-1911.631158,-6163.757358
322,575.5583,1381.0417,-1075.8533,0.0,0.0,0.0,-1241.9676,-16024.4241,606.7138,11536.4223,-1920.8422,58.68755784,19.094,-4242.508900000001,-1862.15464216,-6085.56954216
323,522.9693,1433.4219,-1105.8501,0.0,0.0,0.0,-1262.5228,-15767.0047,597.2302,11465.2913,-2054.2775,57.583488239999994,22.3161,-4116.464899999999,-1996.6940117600002,-6090.842811759999
324,480.3567,1383.054,-1105.901,0.0,0.0,0.0,-1273.199,-15937.7789,611.3468,11571.8837,-1991.878,59.94561528,2.1731,-4270.2377,-1931.9323847199998,-6199.996984719999
325,494.8394,1474.4308,-1109.9201,0.0,0.0,0.0,-1264.2871,-15846.5308,605.7319,11471.9143,-1985.5187,58.29727176,9.3087,-4173.821599999999,-1927.22142824,-6091.734328240001
326,514.4721,1440.8851,-1084.7451,0.0,0.0,0.0,-1280.1747,-15841.3,601.8026,11497.3533,-1995.4064,58.03379568,15.1892,-4151.706700000001,-1937.3726043200002,-6073.89010432
327,512.7946,1482.6787,-1050.2675,0.0,0.0,0.0,-1288.4253,-15901.3718,589.9672,11500.9575,-1998.425,58.566926159999994,22.1044,-4153.6666000000005,-1939.8580738399999,-6071.420273840001
328,513.0305,1456.586,-1109.7228,0.0,0.0,0.0,-1289.6693,-15877.5852,588.9348,11518.3526,-1985.6779,58.423246559999995,11.5481,-4200.073399999999,-1927.2546534399999,-6115.779953439999
329,508.5136,1439.7868,-1122.3069,0.0,0.0,0.0,-1242.5052,-15980.9512,610.4725,11533.2533,-1930.0428,58.04233344,16.2941,-4253.7370999999985,-1872.00046656,-6109.443466559998
330,517.5067,1418.3817,-1095.737,0.0,0.0,0.0,-1268.7413,-15873.8894,603.8037,11534.098,-2029.9965,59.60890512,10.4121,-4164.5776000000005,-1970.38759488,-6124.5530948800015
331,515.658,1408.5711,-1100.3082,0.0,0.0,0.0,-1282.0492,-15934.1809,607.8482,11512.5012,-1929.3425,58.4436816,6.2867,-4271.959799999999,-1870.8988184,-6136.571918399999
332,507.1743,1427.1875,-1087.2775,0.0,0.0,0.0,-1250.0767,-16067.9795,617.5472,11582.2359,-1906.4697,57.403070639999996,21.815,-4271.1888,-1849.0666293600002,-6098.44042936
333,504.2177,1398.8118,-1100.6806,0.0,0.0,0.0,-1253.9151,-15838.2575,623.5466,11513.0418,-2047.9907,59.011999200000005,5.5777,-4153.2352999999985,-1988.9787008,-6136.636300799999
334,513.6027,1372.428,-1102.9482,0.0,0.0,0.0,-1275.7809,-15946.9587,613.2581,11603.329,-1993.9061,59.77385712,6.4356,-4223.0700000000015,-1934.13224288,-6150.766642880002
335,487.8949,1379.6564,-1058.2174,0.0,0.0,0.0,-1279.4304,-15973.8045,594.2196,11616.3286,-1983.0474,58.13966664,18.5081,-4233.352800000001,-1924.9077333599998,-6139.75243336
336,467.0589,1392.8339,-1091.3931,0.0,0.0,0.0,-1286.3336,-15878.111,617.7491,11599.6492,-2055.0286,57.717771840000005,8.0553,-4178.5466000000015,-1997.31082816,-6167.802128160001
337,519.9138,1456.5333,-1103.7624,0.0,0.0,0.0,-1241.423,-15896.3741,588.7762,11548.8114,-2033.0857,59.69917295999999,4.3558,-4127.524800000001,-1973.3865270400001,-6096.55552704
338,459.7815,1415.3687,-1089.5993,0.0,0.0,0.0,-1254.8896,-15988.8029,621.0849,11582.93,-1968.0366,59.02307424,9.8232,-4254.126699999999,-1909.01352576,-6153.317025759999
339,515.8185,1341.8111,-1102.1443,0.0,0.0,0.0,-1243.872,-15908.2644,601.0165,11585.9179,-2067.549,58.72444704,6.8838,-4209.716699999999,-2008.82455296,-6211.657452959999
340,497.791,1428.7339,-1102.3654,0.0,0.0,0.0,-1261.8627,-15871.425,587.5585,11520.4536,-2053.2275,58.33531512,19.2649,-4201.116099999999,-1994.89218488,-6176.743384879999
341,506.8812,1406.5165,-1107.8917,0.0,0.0,0.0,-1269.6946,-15820.5435,585.3824,11505.5545,-2077.908,59.12051543999999,21.5126,-4193.795199999999,-2018.78748456,-6191.070084559998
342,536.6622,1453.6321,-1085.479,0.0,0.0,0.0,-1283.6504,-15816.2967,585.0397,11502.7442,-2089.9837,59.04994176,7.4516,-4107.3479000000025,-2030.9337582400003,-6130.8300582400025
343,530.9146,1389.1629,-1119.7173,0.0,0.0,0.0,-1222.3254,-15978.8936,617.0472,11595.4688,-2006.2625,59.21482176,9.4799,-4188.342799999997,-1947.04767824,-6125.9105782399965
344,515.3341,1395.1501,-1099.5954,0.0,0.0,0.0,-1276.696,-15881.1882,618.7177,11607.5937,-2077.5875,59.183310240000004,20.527,-4120.684000000001,-2018.40418976,-6118.561189760001
345,478.7462,1426.7593,-1087.3969,0.0,0.0,0.0,-1279.5023,-15982.2443,613.3664,11553.681,-1953.8777,58.521151440000004,5.1566,-4276.590599999998,-1895.35654856,-6166.790548559998
346,512.3741,1396.9768,-1084.174,0.0,0.0,0.0,-1252.1109,-15955.9724,611.7647,11604.2995,-2061.0157,59.177033279999996,11.788,-4166.842200000001,-2001.83866672,-6156.892866720002
347,463.5109,1406.5661,-1081.3517,0.0,0.0,0.0,-1252.7185,-15758.3413,604.5282,11562.1468,-2183.9218,60.97142303999999,23.7755,-4055.6594999999998,-2122.95037696,-6154.83437696
348,479.22,1438.3458,-1062.4866,0.0,0.0,0.0,-1263.1734,-15955.9772,628.8894,11636.6521,-2089.6595,59.15254535999999,13.5387,-4098.5298999999995,-2030.5069546400002,-6115.4981546399995
349,542.219,1395.2941,-1076.2532,0.0,0.0,0.0,-1269.0002,-15839.6594,586.7499,11585.7752,-2091.7957,59.83963056,21.248,-4074.874599999999,-2031.9560694400002,-6085.58266944
350,502.3653,1463.8594,-1100.9679,0.0,0.0,0.0,-1261.4298,-15756.359,601.7602,11543.8633,-2144.7458,59.352795359999995,28.0188,-4006.9084999999995,-2085.39300464,-6064.282704640001
351,516.1549,1431.826,-1084.18,0.0,0.0,0.0,-1258.7168,-15853.1826,610.8458,11564.8125,-2104.7563,59.662841039999996,19.576,-4072.440200000001,-2045.09345896,-6097.957658960001
352,514.9008,1422.6622,-1114.8618,0.0,0.0,0.0,-1265.3416,-15849.3736,590.0615,11463.8997,-1999.2846,58.027451039999995,18.1299,-4238.052800000001,-1941.25714896,-6161.180048960001
353,497.8934,1431.4575,-1071.3397,0.0,0.0,0.0,-1246.5688,-15838.297,603.2923,11548.9225,-2104.4444,58.92551856,16.2356,-4074.639800000001,-2045.5188814399999,-6103.923081440002
354,499.1642,1366.0023,-1092.5159,0.0,0.0,0.0,-1239.2925,-15849.1961,596.7852,11562.6611,-2122.4137,59.49507455999999,9.8762,-4156.3917,-2062.91862544,-6209.434125440001
355,500.7773,1481.7206,-1109.5671,0.0,0.0,0.0,-1234.382,-15836.9728,593.4737,11546.1632,-2088.0844,58.24130184,12.6011,-4058.7870999999977,-2029.8430981600002,-6076.029098159997
356,479.5994,1456.7386,-1095.1843,0.0,0.0,0.0,-1244.6263,-15993.0883,633.1722,11584.1153,-1996.7798,57.08073528,20.8153,-4179.2734,-1939.69906472,-6098.15716472
357,533.6561,1408.7039,-1076.2156,0.0,0.0,0.0,-1265.4927,-15896.356,588.4937,11563.4076,-2030.8861,57.47720112,10.0012,-4143.802999999998,-1973.40889888,-6107.210698879998
358,526.9125,1418.1922,-1090.6553,0.0,0.0,0.0,-1260.2826,-15739.5448,594.3375,11515.9174,-2152.8624,57.92511528,22.9434,-4035.1231000000007,-2094.93728472,-6107.116984720001
359,518.4968,1407.0598,-1085.1764,0.0,0.0,0.0,-1261.6028,-15894.9292,610.8843,11601.4936,-2066.3801,58.87370232,18.5743,-4103.7739,-2007.50639768,-6092.70599768
360,506.7513,1392.5354,-1108.1067,0.0,0.0,0.0,-1273.6133,-15947.9929,615.5251,11596.4029,-2029.3732,57.70023768,7.8419,-4218.498199999998,-1971.67296232,-6182.329262319998
361,496.3893,1403.5109,-1084.8542,0.0,0.0,0.0,-1259.289,-15864.4683,627.2716,11578.0511,-2077.9593,58.78093464,19.9458,-4103.3886,-2019.17836536,-6102.62116536
362,501.0922,1434.3355,-1115.9188,0.0,0.0,0.0,-1276.275,-15961.5734,611.7482,11586.2799,-1971.6876,57.88259136,10.7639,-4220.311399999999,-1913.8050086399999,-6123.352508639999
363,487.8814,1416.212,-1080.0225,0.0,0.0,0.0,-1262.6724,-15949.7065,598.7288,11517.1415,-1919.4425,58.91296752,7.2439,-4272.4377,-1860.5295324800002,-6125.72333248
364,475.7409,1386.6826,-1097.0467,0.0,0.0,0.0,-1264.7558,-15873.1971,597.3859,11587.628,-2038.6169,59.330822399999995,9.5306,-4187.5621999999985,-1979.2860776,-6157.317677599998
365,516.3113,1409.0405,-1094.4018,0.0,0.0,0.0,-1240.21,-15888.3953,598.6106,11547.5594,-2075.0451,58.49456472,14.4669,-4151.4853,-2016.5505352799998,-6153.568935279999
366,497.2082,1431.9418,-1078.9217,0.0,0.0,0.0,-1241.9968,-15841.8781,595.2224,11492.6396,-2039.0224,58.461389999999994,12.955,-4145.784599999999,-1980.5610100000001,-6113.390609999999
367,494.881,1377.9909,-1090.6511,0.0,0.0,0.0,-1252.4151,-15938.3453,611.5266,11625.1406,-2025.7549,60.27945912,12.2979,-4171.8724,-1965.47544088,-6125.049940880001
368,496.8265,1361.947,-1105.3005,0.0,0.0,0.0,-1249.8345,-15877.1831,608.6291,11533.2717,-2011.441,59.15716344,11.9173,-4231.643800000002,-1952.28383656,-6172.010336560002
369,489.0868,1490.9016,-1064.1501,0.0,0.0,0.0,-1292.2814,-15983.3993,581.9932,11531.9966,-1914.1004,56.30899968,13.4095,-4245.852599999998,-1857.79140032,-6090.234500319999
370,467.1047,1370.5081,-1082.269,0.0,0.0,0.0,-1295.8291,-15856.7747,621.3826,11568.7971,-2052.4748,58.249080719999995,11.769,-4207.080299999998,-1994.22571928,-6189.537019279997
371,525.1529,1357.3333,-1062.3494,0.0,0.0,0.0,-1266.9827,-16031.7047,592.3368,11608.7541,-1929.2104,58.55070888,5.4605,-4277.459699999998,-1870.65969112,-6142.658891119997
372,499.8133,1376.0733,-1086.6975,0.0,0.0,0.0,-1253.2639,-16016.0387,608.6034,11598.0374,-1944.9829,58.06522224,10.7938,-4273.4727,-1886.91767776,-6149.5965777599995
373,532.6965,1437.752,-1088.2025,0.0,0.0,0.0,-1265.3306,-16042.3459,606.0064,11601.7168,-1953.857,58.5729684,6.9226,-4217.707300000002,-1895.2840316,-6106.068731600002
374,494.1126,1390.6537,-1080.2044,0.0,0.0,0.0,-1249.2075,-15988.5245,631.4959,11601.3481,-1991.6871,60.039025200000005,24.9564,-4200.3261,-1931.6480748000001,-6107.017774800001
375,492.8093,1436.9776,-1057.9681,0.0,0.0,0.0,-1239.5617,-16044.6606,602.0976,11598.6191,-1945.6951,58.640099039999996,15.2176,-4211.6867999999995,-1887.05500096,-6083.52420096
376,473.3143,1377.1605,-1094.3031,0.0,0.0,0.0,-1278.0232,-15971.7982,602.5644,11611.3869,-1948.5296,57.15425808,13.8097,-4279.698399999999,-1891.37534192,-6157.26404192
377,490.7609,1405.4607,-1096.5249,0.0,0.0,0.0,-1259.2496,-15908.3996,610.9972,11508.9285,-1990.7861,59.205707999999994,12.4081,-4248.0268000000015,-1931.580392,-6167.199092000002
378,488.8737,1417.8543,-1071.5959,0.0,0.0,0.0,-1255.7998,-15874.1527,587.2194,11523.0702,-2022.2309,57.95656055999999,10.2247,-4184.5308,-1964.27433944,-6138.580439440001
379,500.1254,1419.9171,-1116.4756,0.0,0.0,0.0,-1258.2097,-15826.1467,589.42,11553.0418,-2078.1746,60.15171096,18.4847,-4138.327699999998,-2018.0228890399999,-6137.865889039998
380,529.0748,1402.06,-1070.7716,0.0,0.0,0.0,-1284.6779,-15875.3041,600.8133,11586.8716,-2069.6687,57.3706476,23.5331,-4111.9339,-2012.2980524000002,-6100.698852400001
381,520.9558,1412.2992,-1106.2908,0.0,0.0,0.0,-1253.783,-15883.5094,603.4165,11535.987,-2036.7751,57.45287664,14.3324,-4170.924700000001,-1979.32222336,-6135.914523360001
382,538.7902,1379.8674,-1120.3819,0.0,0.0,0.0,-1297.3133,-15867.7465,589.238,11530.4705,-2016.9064,57.359313359999994,15.4035,-4247.0756,-1959.54708664,-6191.21918664
383,521.5309,1389.2405,-1095.6223,0.0,0.0,0.0,-1272.813,-15803.7935,586.8577,11537.6239,-2066.4338,58.31125632,11.3714,-4136.975799999998,-2008.1225436799998,-6133.726943679998
384,513.194,1401.9794,-1116.3441,0.0,0.0,0.0,-1255.5524,-15977.1547,611.3592,11544.7337,-1958.9676,57.9015792,11.9782,-4277.784899999997,-1901.0660208,-6166.872720799997
385,506.6226,1427.8453,-1107.2174,0.0,0.0,0.0,-1252.912,-15834.9568,611.7298,11510.7482,-2034.8419,60.167139840000004,11.1492,-4138.140300000001,-1974.67476016,-6101.66586016
386,494.2679,1381.935,-1084.9684,0.0,0.0,0.0,-1252.1423,-15992.8057,608.0039,11553.84,-1931.8768,59.131715760000006,12.5148,-4291.869600000002,-1872.74508424,-6152.099884240002
387,486.8954,1385.6136,-1092.0572,0.0,0.0,0.0,-1284.9656,-16002.26,619.6924,11532.7682,-1891.0946,58.47251832,10.6151,-4354.313199999999,-1832.6220816799998,-6176.320181679999
388,496.3901,1398.6477,-1123.2033,0.0,0.0,0.0,-1262.4683,-16008.0951,608.0692,11545.921,-1907.9386,58.85257823999999,6.1944,-4344.738700000002,-1849.08602176,-6187.630321760001
389,513.0353,1390.9649,-1085.8591,0.0,0.0,0.0,-1268.939,-16019.1196,601.5935,11580.968,-1931.2082,57.99771,-3.4354,-4287.356,-1873.21049,-6164.0018900000005
390,482.706,1415.8901,-1095.9911,0.0,0.0,0.0,-1260.0303,-15950.8122,607.0468,11561.7648,-1987.5155,59.488495199999996,5.9317,-4239.425899999998,-1928.0270048,-6161.521204799998
391,498.6331,1378.6818,-1084.2225,0.0,0.0,0.0,-1272.6812,-15904.7829,589.4613,11510.8115,-1976.8887,57.88179288,17.1527,-4284.098899999999,-1919.00690712,-6185.953107119999
392,485.617,1468.775,-1070.1526,0.0,0.0,0.0,-1268.8068,-15818.9913,618.5197,11487.8052,-2075.8689,57.66785856,12.4035,-4097.233799999998,-2018.20104144,-6103.031341439997
393,509.1181,1431.3503,-1086.8747,0.0,0.0,0.0,-1262.5291,-15804.0824,603.4332,11514.1699,-2065.403,59.203331999999996,14.2062,-4095.4146999999994,-2006.1996679999997,-6087.408168
394,476.3198,1421.8205,-1097.873,0.0,0.0,0.0,-1243.6207,-15853.8172,602.9127,11516.7701,-2038.072,61.16190623999999,10.2193,-4177.487799999999,-1976.9100937599999,-6144.17859376
395,507.8519,1430.8074,-1070.0656,0.0,0.0,0.0,-1257.8114,-16039.694,597.2848,11539.4594,-1919.9482,60.67982447999999,17.7003,-4292.167500000001,-1859.26837552,-6133.735575520001
396,504.1561,1373.6776,-1078.3409,0.0,0.0,0.0,-1261.6616,-15877.1952,614.5839,11595.9573,-2072.8692,59.25206735999999,10.5061,-4128.8228,-2013.6171326400001,-6131.93383264
397,480.0102,1392.039,-1100.6956,0.0,0.0,0.0,-1281.4135,-15864.0076,629.8176,11657.2723,-2134.6004,59.724200159999995,17.5125,-4086.9776,-2074.87619984,-6144.34129984
398,497.624,1420.4414,-1094.577,0.0,0.0,0.0,-1275.8432,-15848.6766,598.1652,11493.7712,-2017.2711,57.82191768,13.6999,-4209.095000000001,-1959.4491823199999,-6154.844282320001
399,508.3644,1408.5673,-1096.4206,0.0,0.0,0.0,-1239.1203,-15884.6682,599.6992,11530.8778,-2013.4987,59.6388888,9.721,-4172.7004,-1953.8598112000002,-6116.8392112
400,503.3354,1423.2251,-1089.4794,0.0,0.0,0.0,-1265.4732,-15780.1285,594.5132,11492.1528,-2082.2205,58.87528992,19.1382,-4121.854600000001,-2023.34521008,-6126.06161008

