POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
134,501.4271,1461.9449,-1100.6138,0.0,0.0,0.0,-1274.2767,-15958.2011,613.4743,11732.5483,-2046.2656,1236.4405,-742.8265,-4023.697,-1552.6516000000001,-5576.3486
135,507.5116,1499.4618,-1091.1844,0.0,0.0,0.0,-1252.0285,-16084.1896,598.8331,11793.134,-2037.9854,1237.0264,-751.7086,-4028.4620000000014,-1552.6676000000002,-5581.129600000001
136,498.9763,1483.8625,-1087.1115,0.0,0.0,0.0,-1270.7702,-16013.1803,608.375,11772.1456,-2059.5218,1240.3812,-745.5882,-4007.7026000000005,-1564.7287999999999,-5572.431400000001
137,507.1702,1420.6441,-1079.9574,0.0,0.0,0.0,-1281.4465,-15915.002,618.3694,11790.2166,-2140.2426,1241.1325,-754.4515,-3940.0056000000004,-1653.5616,-5593.5672
138,531.4804,1461.6002,-1082.0676,0.0,0.0,0.0,-1284.253,-16049.3108,579.9259,11776.9415,-2033.8843,1241.7231,-749.4371,-4065.6833999999963,-1541.5983,-5607.281699999996
139,492.6042,1393.6228,-1100.7412,0.0,0.0,0.0,-1282.9576,-16037.7293,619.4773,11767.4288,-2003.9391,1242.4318,-749.8487,-4148.295000000002,-1511.356,-5659.651000000002
140,492.8546,1411.4389,-1091.4158,0.0,0.0,0.0,-1238.9587,-16091.3747,615.9315,11810.5186,-2072.8435,1239.1007,-753.4679,-4091.0055999999986,-1587.2107,-5678.216299999998
141,480.803,1438.9127,-1092.7882,0.0,0.0,0.0,-1256.8268,-16126.2419,616.2956,11769.6507,-1945.3347,1235.6184,-746.983,-4170.194900000002,-1456.6993,-5626.8942000000025
142,491.6049,1445.9662,-1097.2735,0.0,0.0,0.0,-1272.6884,-16162.7212,625.1161,11783.8976,-1956.1503,1229.0979,-750.8442,-4186.0983000000015,-1477.8966,-5663.9949000000015
143,545.3409,1434.6714,-1095.5717,0.0,0.0,0.0,-1305.0194,-16113.7649,600.7284,11772.1275,-1967.8604,1232.8495,-742.1558,-4161.487800000001,-1477.1667,-5638.654500000001
144,557.2808,1471.0171,-1059.0424,0.0,0.0,0.0,-1295.0943,-16031.1355,575.7036,11723.5906,-1965.8095,1232.8117,-741.5782,-4057.6800999999996,-1474.576,-5532.2561
145,500.1204,1389.7152,-1066.4121,0.0,0.0,0.0,-1259.055,-15972.6859,609.3019,11763.1106,-2080.6219,1240.4615,-753.6143,-4035.9048999999995,-1593.7747000000002,-5629.6796
146,507.6308,1444.0215,-1102.2356,0.0,0.0,0.0,-1283.864,-16112.8559,587.8598,11768.688,-1948.9454,1232.9535,-735.6506,-4190.755400000002,-1451.6425,-5642.397900000003
147,502.1798,1420.9137,-1092.4301,0.0,0.0,0.0,-1258.5918,-15990.9978,592.3872,11794.3524,-2070.5641,1245.385,-757.5228,-4032.186599999999,-1582.7019,-5614.888499999998
148,501.3759,1406.1545,-1091.4948,0.0,0.0,0.0,-1261.9094,-16101.1341,619.1714,11788.0685,-2006.5047,1236.9319,-751.0487,-4139.768000000002,-1520.6215,-5660.389500000002
149,529.9622,1448.6436,-1090.683,0.0,0.0,0.0,-1276.822,-16042.6797,589.666,11755.2882,-2028.5128,1232.618,-739.5966,-4086.6247000000003,-1535.4913999999999,-5622.1161
150,490.2902,1404.9443,-1085.2224,0.0,0.0,0.0,-1267.1001,-16031.7205,619.0121,11786.9714,-2049.1361,1238.8739,-749.8728,-4082.824999999999,-1560.1350000000002,-5642.959999999998
151,494.3466,1444.2647,-1112.6637,0.0,0.0,0.0,-1264.7795,-16040.9047,614.075,11800.04,-2063.6223,1240.0882,-751.7618,-4065.6215999999986,-1575.2959,-5640.917499999999
152,499.5976,1424.5379,-1107.2912,0.0,0.0,0.0,-1272.9362,-15882.3033,609.1025,11823.3284,-2207.4287,1246.0984,-753.286,-3905.964299999998,-1714.6162999999997,-5620.580599999998
153,495.3282,1429.3932,-1083.8235,0.0,0.0,0.0,-1273.9413,-16150.764,611.965,11829.578,-1964.9941,1244.1848,-752.2703,-4142.264399999998,-1473.0796,-5615.343999999998
154,501.5852,1408.9743,-1096.6117,0.0,0.0,0.0,-1238.1903,-16037.421,604.4884,11818.5706,-2095.1299,1241.9782,-755.7288,-4038.6044999999995,-1608.8804999999998,-5647.485
155,479.634,1423.0125,-1100.8863,0.0,0.0,0.0,-1238.0547,-16076.7894,636.9765,11828.3233,-2040.9972,1241.501,-749.9272,-4047.784099999997,-1549.4234000000001,-5597.207499999997
156,497.9468,1417.6615,-1079.6129,0.0,0.0,0.0,-1245.6822,-16129.9062,614.9915,11838.2579,-2002.1617,1242.3751,-753.3847,-4086.3436,-1513.1713,-5599.5149
157,509.5992,1403.3956,-1105.4037,0.0,0.0,0.0,-1249.747,-16013.7129,635.451,11806.7692,-2123.4118,1236.45,-750.6614,-4013.6485999999986,-1637.6231999999998,-5651.271799999999
158,499.4214,1400.3138,-1079.0589,0.0,0.0,0.0,-1263.8412,-16113.191,618.6773,11829.8315,-1997.975,1239.148,-745.3477,-4107.847100000003,-1504.1747,-5612.021800000003
159,553.9643,1409.4629,-1118.1316,0.0,0.0,0.0,-1279.8944,-16013.864,596.0608,11817.7109,-2083.1307,1234.6498,-751.2476,-4034.691100000002,-1599.7285000000002,-5634.419600000001
160,555.026,1437.0083,-1073.7483,0.0,0.0,0.0,-1291.8631,-15890.6759,614.9327,11745.3617,-2141.6433,1238.9731,-751.9608,-3903.9586000000018,-1654.6310000000003,-5558.589600000001
161,506.1891,1459.4731,-1074.5571,0.0,0.0,0.0,-1261.3673,-15947.7636,601.0373,11736.0901,-2083.1545,1245.6023,-760.76,-3980.8984,-1598.3122,-5579.2106
162,507.38,1418.8533,-1088.4239,0.0,0.0,0.0,-1255.5549,-15932.6793,606.2811,11810.1973,-2185.4084,1247.0623,-762.3035,-3933.9464000000007,-1700.6495999999997,-5634.596000000001
163,544.3237,1414.3697,-1103.5421,0.0,0.0,0.0,-1278.0551,-16004.4205,603.1567,11808.0205,-2098.8643,1240.2394,-761.7209,-4016.1471,-1620.3458000000003,-5636.492900000001
164,501.9059,1411.0628,-1106.5356,0.0,0.0,0.0,-1249.2774,-16104.3154,601.9323,11795.5908,-2050.3936,1248.2483,-762.8093,-4149.6366,-1564.9546,-5714.591199999999
165,494.393,1417.1731,-1106.7716,0.0,0.0,0.0,-1249.6395,-15915.4951,611.9852,11772.2154,-2153.4901,1255.9123,-766.348,-3976.139500000001,-1663.9258,-5640.065300000001
166,514.3133,1429.3491,-1080.6062,0.0,0.0,0.0,-1282.5708,-16052.8609,607.9763,11762.6664,-2010.7273,1247.2372,-757.5639,-4101.732799999998,-1521.054,-5622.786799999999
167,482.6642,1436.456,-1082.7355,0.0,0.0,0.0,-1273.7004,-15970.5215,614.0709,11807.8937,-2138.3625,1232.2305,-741.9669,-3985.8726000000006,-1648.0989000000004,-5633.9715000000015
168,528.1755,1373.4201,-1077.8568,0.0,0.0,0.0,-1272.9791,-16002.2822,612.1991,11745.7192,-2035.87,1233.7426,-747.9699,-4093.6041999999998,-1550.0973,-5643.701499999999
169,536.75,1437.7892,-1093.545,0.0,0.0,0.0,-1261.8887,-16143.973,615.7957,11760.6727,-1949.8916,1246.3772,-758.4381,-4148.3991000000005,-1461.9524999999999,-5610.351600000001
170,492.891,1396.8734,-1099.9482,0.0,0.0,0.0,-1244.2948,-16001.838,629.9766,11789.1097,-2100.0643,1238.5054,-750.7494,-4037.2302999999974,-1612.3083000000001,-5649.538599999997
171,486.4051,1423.6165,-1064.2789,0.0,0.0,0.0,-1274.7889,-15930.8693,603.7503,11794.4063,-2157.8336,1244.473,-751.875,-3961.7589000000007,-1665.2356,-5626.994500000001
172,540.345,1419.2833,-1070.2366,0.0,0.0,0.0,-1282.9008,-16006.5975,613.0091,11803.5281,-2076.9287,1236.2279,-742.6866,-3983.5694000000003,-1583.3873999999998,-5566.956800000001
173,507.6355,1447.1843,-1118.4732,0.0,0.0,0.0,-1250.926,-16106.7542,611.7281,11788.3031,-2040.7806,1239.8992,-758.9708,-4121.302399999999,-1559.8522,-5681.154599999999
174,482.2644,1408.4423,-1147.8873,0.0,0.0,0.0,-1248.7333,-16164.7786,621.3319,11810.147,-1944.4759,1234.7868,-750.8451,-4239.213600000001,-1460.5341999999998,-5699.747800000001
175,524.035,1401.6676,-1092.8088,0.0,0.0,0.0,-1301.9814,-16034.3283,608.1154,11806.3594,-2027.7457,1233.3126,-743.751,-4088.9411,-1538.1841,-5627.1251999999995
176,499.1011,1428.0843,-1056.421,0.0,0.0,0.0,-1275.4687,-16129.9678,596.3315,11779.3959,-1967.3017,1232.0085,-747.3875,-4158.9447,-1482.6807000000001,-5641.6254
177,506.3746,1438.6472,-1048.8186,0.0,0.0,0.0,-1297.1648,-16106.9048,604.4329,11840.3261,-2032.5633,1240.3198,-749.3963,-4063.107399999999,-1541.6398,-5604.747199999999
178,492.2036,1382.5658,-1075.2542,0.0,0.0,0.0,-1266.2475,-16093.8402,606.024,11824.7133,-2023.9211,1240.0741,-748.7041,-4129.835200000003,-1532.5511000000001,-5662.386300000003
179,508.5242,1468.1468,-1075.6592,0.0,0.0,0.0,-1254.6475,-16076.003,597.4679,11785.9622,-2031.6397,1238.4959,-754.6091,-4046.2086,-1547.7529,-5593.961499999999
180,507.4513,1453.3009,-1085.8378,0.0,0.0,0.0,-1266.9971,-16015.3666,596.443,11757.1463,-2025.8585,1228.4269,-745.7304,-4053.8600000000006,-1543.1620000000003,-5597.022000000001
181,517.0738,1396.4406,-1085.5234,0.0,0.0,0.0,-1262.1569,-16037.4992,613.0444,11789.5554,-2053.2397,1238.4156,-747.5088,-4069.0652999999984,-1562.3328999999999,-5631.398199999998
182,539.2387,1417.4962,-1079.349,0.0,0.0,0.0,-1238.7286,-16104.4621,598.9832,11808.708,-1986.1631,1246.2024,-754.5032,-4058.1136000000006,-1494.4639000000002,-5552.5775
183,536.4152,1464.6671,-1095.4656,0.0,0.0,0.0,-1274.8899,-16069.7448,603.813,11740.3338,-1973.635,1234.4088,-743.0298,-4094.8711999999996,-1482.256,-5577.1272
184,510.557,1386.0734,-1076.7127,0.0,0.0,0.0,-1278.1483,-16143.3269,615.1002,11825.9166,-2021.5893,1226.433,-741.6144,-4160.540699999998,-1536.7707,-5697.311399999998
185,516.3502,1410.2079,-1113.6211,0.0,0.0,0.0,-1265.5679,-16111.4765,606.4694,11847.5176,-2038.675,1234.7726,-743.3996,-4110.120400000002,-1547.302,-5657.422400000001
186,499.2278,1343.6778,-1096.5224,0.0,0.0,0.0,-1254.1562,-16248.5144,610.2126,11844.0119,-1896.0524,1236.1476,-751.6845,-4302.062900000001,-1411.5893,-5713.652200000001
187,542.5416,1400.6151,-1092.0358,0.0,0.0,0.0,-1276.0071,-16058.3125,619.5209,11795.4216,-2061.1973,1236.4027,-745.5502,-4068.2562000000016,-1570.3447999999999,-5638.601000000001
188,506.8349,1379.3199,-1087.2683,0.0,0.0,0.0,-1260.1805,-16226.3303,611.8934,11850.9121,-1944.7789,1232.996,-744.8455,-4224.818799999999,-1456.6284,-5681.4472
189,527.5918,1381.146,-1081.7141,0.0,0.0,0.0,-1293.2283,-16035.7224,605.2429,11810.5316,-2055.1374,1240.0268,-751.5157,-4086.1525,-1566.6263,-5652.7788
190,513.8556,1429.7438,-1099.7813,0.0,0.0,0.0,-1273.9323,-16096.9581,604.0284,11838.0143,-2032.8881,1243.0508,-750.3233,-4085.0296,-1540.1606,-5625.1902
191,519.7901,1419.7266,-1076.3059,0.0,0.0,0.0,-1265.5592,-16051.3878,600.2953,11844.9326,-2083.1622,1246.9678,-762.1519,-4008.5082999999995,-1598.3463000000002,-5606.8546
192,501.3357,1419.9453,-1096.7629,0.0,0.0,0.0,-1275.5363,-16034.974,612.1871,11829.5501,-2099.5767,1248.6074,-763.868,-4044.255000000001,-1614.8373000000001,-5659.092300000001
193,541.4707,1409.8202,-1092.9939,0.0,0.0,0.0,-1267.8789,-15967.8624,606.96,11808.8519,-2119.8151,1248.9382,-759.4814,-3961.6324000000004,-1630.3582999999999,-5591.990699999999
194,502.1652,1361.4572,-1072.5398,0.0,0.0,0.0,-1264.2121,-16143.416,594.6441,11803.1105,-1953.1073,1241.9404,-759.7976,-4218.7909,-1470.9645,-5689.7554
195,486.3726,1420.6311,-1081.4035,0.0,0.0,0.0,-1270.3194,-16156.6735,596.9075,11817.3051,-1979.1326,1238.8125,-762.212,-4187.180100000001,-1502.5321,-5689.712200000002
196,516.4325,1475.016,-1100.7188,0.0,0.0,0.0,-1258.9285,-15976.2975,612.2892,11767.0522,-2111.338,1256.3989,-786.023,-3965.1549000000014,-1640.9621000000002,-5606.117000000001
197,522.4633,1365.1756,-1106.7556,0.0,0.0,0.0,-1222.0344,-16009.6204,607.6257,11765.7087,-2070.0557,1251.896,-770.3309,-4077.437099999999,-1588.4906,-5665.927699999999
198,505.0561,1430.1695,-1081.0912,0.0,0.0,0.0,-1265.1952,-16084.5674,604.416,11778.6275,-1994.4311,1245.0873,-760.3528,-4112.584699999999,-1509.6966000000002,-5622.281299999999
199,507.1087,1402.454,-1067.8709,0.0,0.0,0.0,-1255.4298,-16010.4427,610.2567,11764.8847,-2055.1255,1238.1274,-764.3242,-4049.0393000000004,-1581.3223,-5630.3616
200,531.4555,1400.997,-1123.5615,0.0,0.0,0.0,-1262.6568,-16045.755,601.2725,11766.7688,-2038.4524,1233.4874,-753.8861,-4131.4794999999995,-1558.8510999999999,-5690.330599999999
201,483.2594,1481.6512,-1114.9952,0.0,0.0,0.0,-1271.8248,-16061.5368,605.6749,11815.2158,-2035.0187,1240.3198,-756.4938,-4062.5554999999986,-1551.1927,-5613.748199999999
202,524.4555,1453.8996,-1075.7269,0.0,0.0,0.0,-1257.0659,-16126.2503,626.6721,11851.3866,-2000.5909,1240.9246,-757.7535,-4002.6292999999987,-1517.4198,-5520.049099999998
203,514.5295,1430.602,-1080.1532,0.0,0.0,0.0,-1270.6043,-16150.5339,613.2737,11843.0895,-1989.8025,1238.9731,-753.4569,-4099.796699999999,-1504.2863000000002,-5604.082999999999
204,519.3657,1375.3999,-1069.8575,0.0,0.0,0.0,-1270.736,-16002.2894,615.4652,11823.6096,-2071.3958,1251.2818,-766.0031,-4009.0425000000014,-1586.1171,-5595.159600000002
205,528.1419,1421.2806,-1106.6382,0.0,0.0,0.0,-1253.6729,-15998.6027,601.9677,11818.5392,-2091.329,1256.8478,-769.718,-3988.9843999999994,-1604.1992,-5593.183599999999
206,505.9479,1414.9787,-1107.1236,0.0,0.0,0.0,-1255.9684,-16045.7669,618.0598,11765.9693,-2015.0567,1247.7475,-767.5732,-4103.903200000001,-1534.8824000000002,-5638.7856
207,507.8185,1449.4817,-1098.5053,0.0,0.0,0.0,-1257.3528,-16159.2157,576.4803,11774.7855,-1933.4793,1238.8645,-753.265,-4206.507800000001,-1447.8798000000002,-5654.387600000002
208,497.0663,1428.7764,-1070.5984,0.0,0.0,0.0,-1270.2188,-16213.7362,619.048,11824.5712,-1898.6641,1247.0056,-763.1759,-4185.091499999999,-1414.8344,-5599.925899999998
209,503.9471,1354.091,-1054.033,0.0,0.0,0.0,-1281.4402,-16177.7029,604.7426,11840.0734,-1985.0741,1244.7565,-764.7614,-4210.322,-1505.0790000000002,-5715.401000000001
210,510.9925,1391.795,-1095.2981,0.0,0.0,0.0,-1248.7002,-15965.4593,602.7638,11771.0272,-2135.3828,1250.0013,-761.3789,-4032.8790999999983,-1646.7604000000001,-5679.6394999999975
211,499.0458,1428.636,-1122.0191,0.0,0.0,0.0,-1262.6674,-15909.2532,607.6615,11768.408,-2133.4957,1243.6225,-758.4279,-3990.188399999999,-1648.3011000000001,-5638.489499999999
212,530.1847,1439.9621,-1085.9184,0.0,0.0,0.0,-1265.6966,-15952.3175,609.6226,11769.2723,-2085.1451,1249.6847,-764.7089,-3954.8907999999974,-1600.1693,-5555.060099999997
213,544.8542,1454.6825,-1083.5856,0.0,0.0,0.0,-1241.0659,-15986.9565,585.358,11737.7065,-2090.7494,1247.5112,-754.5985,-3989.006799999999,-1597.8367000000003,-5586.8435
214,497.7726,1445.2594,-1096.531,0.0,0.0,0.0,-1278.2226,-16121.0723,617.7846,11826.5107,-2024.5928,1239.8236,-754.6408,-4108.498600000001,-1539.4099999999999,-5647.908600000002
215,499.7258,1458.4117,-1086.3659,0.0,0.0,0.0,-1276.5606,-16050.9102,583.7631,11819.6996,-2052.0112,1246.6229,-754.1822,-4052.236499999999,-1559.5704999999998,-5611.806999999999
216,483.8385,1455.0813,-1088.7408,0.0,0.0,0.0,-1290.1607,-15913.0043,618.3257,11813.0791,-2165.4057,1247.0434,-759.7141,-3921.5812000000005,-1678.0764,-5599.6576
217,504.7402,1443.8268,-1071.2588,0.0,0.0,0.0,-1234.178,-16096.0465,623.612,11778.5111,-2057.2174,1246.0559,-759.5385,-4050.793200000002,-1570.6999999999998,-5621.493200000001
218,496.401,1461.0455,-1121.8176,0.0,0.0,0.0,-1266.1457,-16069.676,605.4286,11848.5184,-2049.824,1241.1561,-754.7245,-4046.2458000000006,-1563.3924000000002,-5609.638200000001
219,517.6392,1379.3536,-1089.324,0.0,0.0,0.0,-1242.9404,-16143.0,603.9023,11841.592,-2007.4514,1254.92,-766.3362,-4132.7773,-1518.8675999999998,-5651.644899999999
220,539.9168,1441.0447,-1103.5449,0.0,0.0,0.0,-1241.5207,-16176.9963,605.0428,11755.7281,-1940.1763,1232.9488,-754.1575,-4180.3295,-1461.3850000000002,-5641.7145
221,529.2104,1415.3283,-1119.518,0.0,0.0,0.0,-1308.5299,-16087.7706,581.0578,11810.4319,-2014.0456,1234.7773,-754.3332,-4179.7901,-1533.6015,-5713.3916
222,520.2921,1461.8835,-1082.3599,0.0,0.0,0.0,-1278.3312,-16071.0887,619.3683,11775.3363,-2019.5046,1238.4676,-752.0678,-4054.8996000000006,-1533.1048,-5588.004400000001
223,501.9457,1409.2737,-1097.4291,0.0,0.0,0.0,-1277.6713,-16112.5889,604.0748,11821.3715,-2025.6062,1241.071,-756.3212,-4151.0236,-1540.8564000000001,-5691.880000000001
224,499.7662,1437.6302,-1096.4278,0.0,0.0,0.0,-1270.5105,-16040.4125,608.0947,11757.6931,-2008.7361,1252.9024,-764.8009,-4104.166599999999,-1520.6346,-5624.801199999999
225,502.2178,1432.1519,-1087.7829,0.0,0.0,0.0,-1265.6522,-16030.8711,606.1999,11767.5855,-2031.6249,1250.6155,-762.3945,-4076.151100000001,-1543.4038999999998,-5619.555000000001
226,483.7271,1442.8463,-1089.8779,0.0,0.0,0.0,-1264.6476,-16108.0639,598.0399,11790.6335,-1961.3343,1241.7939,-756.6255,-4147.3426,-1476.1659,-5623.508500000001
227,521.1662,1406.7688,-1067.9075,0.0,0.0,0.0,-1247.0384,-16099.38,598.8355,11752.3881,-1984.9657,1241.69,-757.5258,-4135.167299999999,-1500.8015,-5635.9688
228,541.0899,1408.6402,-1097.7209,0.0,0.0,0.0,-1258.0185,-16020.7984,600.3145,11730.2351,-2007.6307,1244.6337,-753.2581,-4096.258100000001,-1516.2550999999999,-5612.5132
229,514.9713,1403.2221,-1108.8646,0.0,0.0,0.0,-1302.9589,-16060.6893,601.7332,11811.4021,-2012.5507,1239.4409,-752.0839,-4141.1841,-1525.1936999999998,-5666.3778
230,508.5505,1415.4747,-1067.3088,0.0,0.0,0.0,-1258.8557,-16082.1419,619.0119,11800.8444,-2059.72,1249.3776,-774.5851,-4064.424900000002,-1584.9274999999998,-5649.352400000002
231,511.1477,1454.8407,-1070.8781,0.0,0.0,0.0,-1264.8704,-15946.8892,596.7243,11735.937,-2094.5673,1251.3243,-763.672,-3983.9879999999994,-1606.9150000000002,-5590.903
232,529.0437,1423.5745,-1086.4634,0.0,0.0,0.0,-1293.5313,-15989.0935,616.1186,11825.4149,-2119.6251,1237.291,-748.2597,-3974.9365000000016,-1630.5938,-5605.530300000001
233,507.7912,1422.2733,-1076.7018,0.0,0.0,0.0,-1274.4971,-15989.8919,594.4235,11752.1957,-2031.7664,1236.0814,-743.2641,-4064.4071000000004,-1538.9490999999998,-5603.356200000001
234,487.7522,1423.4464,-1084.8445,0.0,0.0,0.0,-1288.007,-16033.9238,613.4123,11848.5621,-2079.3135,1241.2317,-743.0099,-4033.6023000000023,-1581.0917000000002,-5614.694000000002
235,545.125,1429.823,-1098.0347,0.0,0.0,0.0,-1262.4468,-15957.7322,595.679,11788.0585,-2107.441,1250.3935,-751.9289,-3959.5282000000007,-1608.9764,-5568.5046
236,507.3978,1413.6841,-1037.0678,0.0,0.0,0.0,-1291.0406,-16036.2953,612.2087,11837.8115,-2104.8007,1244.0289,-749.1221,-3993.3016000000025,-1609.8938999999998,-5603.195500000002
237,527.1472,1461.1157,-1103.8209,0.0,0.0,0.0,-1284.4532,-15994.0461,593.9515,11723.2354,-2046.526,1245.9614,-759.5511,-4076.8704000000016,-1560.1157000000003,-5636.986100000001
238,526.6143,1482.4653,-1100.4425,0.0,0.0,0.0,-1260.0572,-16068.0577,607.3139,11764.8485,-1983.4296,1237.4564,-744.3081,-4047.3154000000013,-1490.2812999999999,-5537.596700000001
239,521.3152,1466.2194,-1105.6491,0.0,0.0,0.0,-1268.4541,-16146.5886,603.3446,11784.0038,-1959.5052,1229.7074,-741.5907,-4145.808799999997,-1471.3885,-5617.197299999996
240,515.9697,1423.9531,-1087.9388,0.0,0.0,0.0,-1261.1755,-16052.5057,598.3761,11752.9019,-2034.8453,1236.2704,-745.9821,-4110.419199999998,-1544.5569999999998,-5654.976199999998
241,516.0486,1452.209,-1117.0555,0.0,0.0,0.0,-1277.6303,-15987.397,613.2235,11730.5627,-2036.348,1237.9053,-751.651,-4070.038999999999,-1550.0937,-5620.132699999998
242,551.2516,1437.7518,-1101.4364,0.0,0.0,0.0,-1258.3984,-16044.6495,610.9151,11745.3641,-2052.0078,1242.0727,-755.8284,-4059.201699999998,-1565.7635,-5624.965199999998
243,499.0363,1418.9196,-1081.1777,0.0,0.0,0.0,-1286.9111,-15994.4009,609.0392,11749.506,-2036.3001,1246.0228,-754.4805,-4085.9886000000024,-1544.7577999999999,-5630.746400000003
244,550.3335,1412.9488,-1103.1472,0.0,0.0,0.0,-1286.6845,-15977.5406,602.0316,11697.2909,-2008.1273,1247.3931,-761.263,-4104.7675,-1521.9972000000002,-5626.7647
245,520.1196,1457.1598,-1096.1004,0.0,0.0,0.0,-1265.5737,-15992.4874,618.1396,11705.0868,-2022.5991,1235.2687,-750.453,-4053.655700000001,-1537.7833999999998,-5591.4391
246,504.274,1461.4408,-1123.9034,0.0,0.0,0.0,-1262.9286,-15996.9719,604.1661,11760.3959,-2069.4512,1233.0149,-749.3039,-4053.527100000001,-1585.7402000000002,-5639.2673
247,516.3128,1440.6489,-1111.1807,0.0,0.0,0.0,-1270.2412,-16040.0197,614.7517,11744.9144,-2028.2094,1239.4645,-744.9756,-4104.813800000002,-1533.7205,-5638.534300000001
248,522.782,1471.4665,-1070.5878,0.0,0.0,0.0,-1285.8669,-16120.9596,603.2101,11779.5932,-1950.5152,1229.0648,-736.1397,-4100.362499999999,-1457.5901,-5557.952599999999
249,482.6299,1475.5321,-1103.695,0.0,0.0,0.0,-1265.2474,-16013.3035,594.6009,11732.4914,-2015.4655,1234.9994,-751.2306,-4096.991600000001,-1531.6967,-5628.688300000002
250,529.6944,1363.6154,-1081.1217,0.0,0.0,0.0,-1279.9081,-16062.1342,612.9056,11777.0246,-1991.2723,1231.6777,-747.2893,-4139.924000000001,-1506.8839000000003,-5646.807900000002
251,527.1441,1437.8538,-1102.61,0.0,0.0,0.0,-1277.8667,-16001.9604,604.0303,11766.4116,-2061.9907,1232.9535,-734.0828,-4046.997300000001,-1563.12,-5610.117300000002
252,534.3732,1404.8785,-1110.1593,0.0,0.0,0.0,-1287.2749,-16023.1916,611.6105,11776.0395,-2016.5173,1245.8811,-753.6885,-4093.7240999999995,-1524.3247,-5618.048799999999
253,512.7143,1405.7873,-1113.5893,0.0,0.0,0.0,-1247.959,-16022.371,616.4011,11749.3837,-2055.0441,1243.306,-756.336,-4099.632899999999,-1568.0741,-5667.706999999999
254,496.5514,1438.1161,-1113.5612,0.0,0.0,0.0,-1277.4333,-16234.4241,595.164,11765.118,-1881.3711,1230.917,-746.2027,-4330.4691,-1396.6568000000002,-5727.125900000001
255,531.7128,1390.8476,-1086.141,0.0,0.0,0.0,-1283.0517,-16225.6298,603.3741,11743.3969,-1858.1798,1227.945,-740.9268,-4325.491099999999,-1371.1616,-5696.6527
256,511.1114,1417.3481,-1118.0309,0.0,0.0,0.0,-1272.0636,-16163.689,622.1841,11777.4737,-1909.2971,1229.6129,-738.8214,-4225.6662,-1418.5056,-5644.171799999999
257,506.3258,1469.7518,-1100.3059,0.0,0.0,0.0,-1275.0057,-16084.0863,605.403,11787.6251,-2013.8561,1242.0208,-747.5647,-4090.2922,-1519.4,-5609.6921999999995
258,492.908,1462.3638,-1061.6091,0.0,0.0,0.0,-1247.1524,-16044.023,594.6963,11720.9012,-2044.4089,1242.3799,-750.9751,-4081.9151999999995,-1553.0041,-5634.9193
259,529.8605,1481.454,-1090.2221,0.0,0.0,0.0,-1280.9685,-16044.8549,589.5996,11719.8272,-1984.5445,1233.941,-740.9426,-4095.3042000000005,-1491.5461,-5586.850300000001
260,511.4584,1448.8614,-1112.9245,0.0,0.0,0.0,-1259.9468,-16032.8914,612.5569,11772.5328,-2034.2013,1237.1257,-744.9283,-4060.3532000000014,-1542.0039,-5602.357100000001
261,514.0416,1397.3828,-1117.0062,0.0,0.0,0.0,-1284.4163,-16359.038,612.4791,11802.3035,-1800.4546,1226.0739,-738.5687,-4434.253500000001,-1312.9494,-5747.2029
262,520.5396,1429.4022,-1086.6991,0.0,0.0,0.0,-1275.7891,-16174.4178,619.4463,11815.8641,-1958.2805,1230.4162,-740.2269,-4151.653799999998,-1468.0912000000003,-5619.744999999998
263,485.6312,1430.3385,-1057.2303,0.0,0.0,0.0,-1248.4421,-15967.8377,598.6873,11733.9408,-2073.4633,1241.6711,-753.6515,-4024.9123,-1585.4436999999998,-5610.356
264,520.6167,1417.6919,-1092.5604,0.0,0.0,0.0,-1250.2902,-16202.086,616.8034,11756.6833,-1897.5754,1232.807,-745.3542,-4233.141299999999,-1410.1226,-5643.263899999999
265,512.2488,1410.9501,-1090.9613,0.0,0.0,0.0,-1237.3166,-16233.2361,610.2925,11795.6678,-1911.9402,1233.9268,-740.441,-4232.354800000001,-1418.4544,-5650.809200000001
266,535.1266,1469.983,-1099.3704,0.0,0.0,0.0,-1284.4628,-16141.6091,607.4304,11775.5488,-1909.7689,1234.9805,-744.2094,-4137.353499999999,-1418.9978,-5556.351299999999
267,507.44,1447.7118,-1092.2162,0.0,0.0,0.0,-1256.3797,-16197.2538,603.9653,11751.3451,-1879.8746,1229.5751,-735.1305,-4235.387499999999,-1385.43,-5620.817499999999
268,504.1742,1407.5256,-1055.8001,0.0,0.0,0.0,-1266.3708,-16141.9832,617.6861,11711.7349,-1903.0359,1232.6416,-740.2992,-4223.033300000001,-1410.6935000000003,-5633.726800000001
269,516.3175,1462.6965,-1106.9211,0.0,0.0,0.0,-1286.7174,-16146.3091,595.6314,11786.6012,-1931.1384,1234.5883,-740.9265,-4178.701000000001,-1437.4766000000002,-5616.177600000001
270,479.4422,1427.0472,-1112.6181,0.0,0.0,0.0,-1250.8855,-16152.4119,609.0355,11866.9158,-2008.2608,1237.0359,-748.1494,-4133.4748,-1519.3743,-5652.8491
