POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
271,505.3325,1462.0757,-1104.3896,0.0,0.0,0.0,-1277.7706,-16206.5703,619.3713,11789.0691,-1898.2694,1232.755,-742.9463,-4212.8818999999985,-1408.4606999999996,-5621.342599999998
272,525.982,1422.5886,-1111.777,0.0,0.0,0.0,-1253.968,-16073.7046,603.4932,11773.0684,-2012.8788,1237.8769,-756.2916,-4114.3174,-1531.2935,-5645.6109
273,469.4239,1389.9624,-1119.3795,0.0,0.0,0.0,-1234.7849,-16224.3158,619.9419,11812.5773,-1911.4648,1237.8958,-752.1656,-4286.574699999999,-1425.7346,-5712.309299999999
274,519.4793,1419.0585,-1101.2216,0.0,0.0,0.0,-1293.1925,-16136.5694,611.4122,11835.9879,-1976.7019,1233.9552,-743.865,-4145.0455999999995,-1486.6117,-5631.657299999999
275,500.1967,1370.7226,-1076.3261,0.0,0.0,0.0,-1278.2534,-16102.3359,610.4939,11840.3609,-1985.9701,1228.5734,-735.2666,-4135.141300000001,-1492.6633000000002,-5627.804600000001
276,478.0065,1436.6949,-1075.7994,0.0,0.0,0.0,-1259.9871,-16213.0716,608.1956,11771.4283,-1897.4271,1236.157,-746.5906,-4254.532800000001,-1407.8607000000002,-5662.3935
277,524.1228,1489.6668,-1095.7255,0.0,0.0,0.0,-1332.7715,-16120.9219,593.7257,11781.7758,-1923.3882,1231.5454,-732.8854,-4160.127800000002,-1424.7282,-5584.8560000000025
278,479.9313,1467.2319,-1112.2242,0.0,0.0,0.0,-1276.6031,-16260.2435,605.7582,11796.204,-1861.5225,1230.6146,-749.062,-4299.945400000002,-1379.9699,-5679.915300000002
279,495.2012,1447.9807,-1089.9732,0.0,0.0,0.0,-1264.9691,-16172.445,613.2532,11766.224,-1886.7804,1235.0372,-743.2592,-4204.7282,-1395.0024,-5599.730599999999
280,521.4049,1431.6043,-1082.4206,0.0,0.0,0.0,-1268.1,-16329.5389,619.1716,11850.2652,-1851.609,1230.9595,-750.0483,-4257.6134999999995,-1370.6978,-5628.3113
281,516.9363,1445.2977,-1074.3367,0.0,0.0,0.0,-1273.7242,-16117.2279,609.5961,11751.5131,-1913.8458,1230.728,-738.2124,-4141.945600000001,-1421.3301999999999,-5563.275800000001
282,529.3106,1384.6223,-1123.8084,0.0,0.0,0.0,-1286.1863,-16100.3598,597.0545,11741.1835,-1940.2513,1240.5607,-745.4474,-4258.183600000002,-1445.138,-5703.321600000002
283,491.4627,1450.4571,-1075.1141,0.0,0.0,0.0,-1260.3333,-16247.2305,625.8554,11797.4778,-1851.8448,1225.6581,-740.5753,-4217.424899999998,-1366.762,-5584.186899999999
284,510.4738,1387.5237,-1079.8783,0.0,0.0,0.0,-1288.9056,-16333.3637,607.0973,11775.1063,-1758.2205,1224.2595,-739.9889,-4421.9465,-1273.9499,-5695.8964
285,482.8746,1385.9143,-1086.7605,0.0,0.0,0.0,-1278.7809,-16365.9023,613.1057,11855.9227,-1780.8519,1228.1671,-738.4496,-4393.626400000001,-1291.1344,-5684.760800000001
286,520.9811,1411.5676,-1064.977,0.0,0.0,0.0,-1295.3222,-16184.1103,602.6586,11752.3959,-1862.9296,1230.9359,-741.3444,-4256.806300000002,-1373.3381,-5630.144400000001
287,490.8242,1396.6697,-1054.6383,0.0,0.0,0.0,-1271.5824,-16160.2241,606.4869,11858.5192,-1995.67,1228.7293,-747.9736,-4133.944799999999,-1514.9143000000001,-5648.8591
288,521.7895,1419.7746,-1054.892,0.0,0.0,0.0,-1325.0745,-16229.9898,615.4873,11840.4276,-1891.7354,1224.1508,-726.5824,-4212.477299999997,-1394.1670000000001,-5606.644299999997
289,504.6116,1390.478,-1085.1504,0.0,0.0,0.0,-1263.4732,-16148.2013,608.0322,11787.3705,-1978.6457,1240.1071,-750.8307,-4206.3326,-1489.3693,-5695.7019
290,499.6915,1406.6012,-1087.7828,0.0,0.0,0.0,-1280.306,-16001.5383,600.6806,11755.9019,-2057.7931,1228.219,-740.6446,-4106.751899999999,-1570.2187,-5676.970599999999
291,549.9384,1382.1764,-1080.2558,0.0,0.0,0.0,-1282.3873,-15944.142,608.4029,11758.535,-2095.4632,1234.5883,-740.8418,-4007.732400000001,-1601.7167000000004,-5609.449100000002
292,531.4884,1458.1761,-1103.5583,0.0,0.0,0.0,-1285.574,-16129.4255,587.7877,11815.8539,-2002.0029,1235.1175,-747.7816,-4125.251699999999,-1514.667,-5639.918699999998
293,503.4672,1465.5143,-1074.8383,0.0,0.0,0.0,-1248.7839,-16133.8084,604.4925,11847.9804,-2015.7181,1226.9055,-738.9752,-4035.9761999999973,-1527.7878,-5563.763999999997
294,507.471,1401.8358,-1072.0534,0.0,0.0,0.0,-1291.5936,-16070.8358,612.7775,11762.0059,-2016.1129,1225.9888,-736.1745,-4150.392599999999,-1526.2986,-5676.691199999999
295,520.6912,1463.0081,-1126.2633,0.0,0.0,0.0,-1261.4327,-15891.9348,599.8918,11767.5944,-2180.276,1242.1578,-756.7622,-3928.445300000001,-1694.8804,-5623.325700000001
296,485.6079,1415.3879,-1094.595,0.0,0.0,0.0,-1264.4401,-16067.1752,609.4684,11827.9575,-2055.7057,1242.446,-756.671,-4087.788599999998,-1569.9307000000001,-5657.719299999999
297,489.1328,1422.9448,-1071.3323,0.0,0.0,0.0,-1287.8344,-16194.5844,606.3552,11761.3228,-1929.1317,1231.3281,-744.0121,-4273.995500000001,-1441.8157,-5715.811200000001
298,469.8237,1462.574,-1105.8109,0.0,0.0,0.0,-1256.126,-16289.1584,609.8615,11804.8069,-1870.5266,1226.7543,-745.8642,-4304.029200000001,-1389.6364999999998,-5693.665700000001
299,497.158,1528.0538,-1104.9601,0.0,0.0,0.0,-1263.6248,-16231.9504,615.0065,11735.8328,-1875.9497,1234.3804,-747.5788,-4224.484199999999,-1389.1480999999999,-5613.632299999999
300,504.9419,1396.4599,-1078.8508,0.0,0.0,0.0,-1253.0545,-16316.5988,612.7154,11808.0009,-1844.4189,1230.5201,-744.3202,-4326.385999999999,-1358.219,-5684.604999999999
301,525.1891,1458.6175,-1108.3077,0.0,0.0,0.0,-1269.7085,-16179.322,586.7136,11694.9545,-1883.7079,1231.0918,-745.6816,-4291.8634999999995,-1398.2977,-5690.1612
302,498.2956,1424.653,-1101.896,0.0,0.0,0.0,-1265.6838,-16061.8066,611.237,11738.1984,-2014.3101,1231.432,-745.6404,-4157.002400000001,-1528.5185,-5685.520900000001
303,496.2025,1426.4653,-1094.6815,0.0,0.0,0.0,-1262.3091,-16127.7394,590.8817,11731.1484,-1955.6089,1238.2975,-749.0974,-4240.0321,-1466.4088000000002,-5706.4409000000005
304,534.8815,1433.4081,-1062.823,0.0,0.0,0.0,-1264.4283,-16165.4477,617.7256,11770.2361,-1952.5354,1235.4436,-749.9816,-4136.447700000001,-1467.0733999999998,-5603.521100000001
305,495.0507,1394.9651,-1061.031,0.0,0.0,0.0,-1261.5444,-16194.166,611.8797,11823.7953,-1925.3077,1238.992,-747.0566,-4191.050599999999,-1433.3723,-5624.422899999999
306,500.0114,1407.6205,-1096.6952,0.0,0.0,0.0,-1260.2701,-16223.0037,637.4632,11766.6186,-1855.7303,1233.322,-747.984,-4268.255300000001,-1370.3923,-5638.647600000001
307,523.1367,1388.9124,-1063.5703,0.0,0.0,0.0,-1245.1341,-16207.0276,602.8113,11728.4077,-1880.6171,1234.8907,-749.1252,-4272.463900000001,-1394.8516,-5667.315500000001
308,522.4083,1363.1915,-1109.9807,0.0,0.0,0.0,-1263.7211,-16084.0561,607.4009,11711.7689,-1932.351,1234.7679,-751.0301,-4252.988300000001,-1448.6132,-5701.601500000002
309,518.7835,1445.9312,-1117.6617,0.0,0.0,0.0,-1268.1681,-16090.1165,627.947,11806.9472,-2003.5488,1238.8834,-751.6376,-4076.3373999999985,-1516.303,-5592.640399999999
310,494.7004,1370.8771,-1088.8193,0.0,0.0,0.0,-1280.1192,-16206.9718,618.8886,11801.3147,-1917.2058,1228.2427,-741.6268,-4290.129499999999,-1430.5899,-5720.719399999999
311,519.7302,1478.2215,-1093.7711,0.0,0.0,0.0,-1290.4044,-16138.6588,607.8055,11744.9048,-1940.5874,1228.6632,-735.483,-4172.1722999999965,-1447.4071999999999,-5619.579499999997
312,531.6607,1537.1546,-1113.6758,0.0,0.0,0.0,-1273.866,-16111.5085,591.0282,11760.487,-1981.9063,1246.6654,-757.6654,-4078.7198000000008,-1492.9063,-5571.626100000001
313,509.335,1464.2729,-1073.7281,0.0,0.0,0.0,-1255.8939,-16276.133,611.7933,11753.1471,-1851.5578,1237.206,-750.2922,-4267.206699999999,-1364.6440000000002,-5631.850699999999
314,540.3993,1431.5265,-1105.633,0.0,0.0,0.0,-1225.2523,-16202.3985,609.6358,11796.824,-1967.6923,1245.4984,-759.0597,-4154.8982,-1481.2536,-5636.1518
315,494.8001,1445.0183,-1081.914,0.0,0.0,0.0,-1272.8783,-16143.6683,595.5627,11722.7173,-1914.6973,1236.209,-757.3934,-4240.362199999998,-1435.8817,-5676.243899999998
316,494.8874,1443.3146,-1105.4076,0.0,0.0,0.0,-1262.4559,-16122.6955,607.9757,11760.1788,-1966.865,1240.3103,-756.1262,-4184.202500000001,-1482.6808999999998,-5666.883400000001
317,533.6029,1452.0797,-1058.995,0.0,0.0,0.0,-1278.4691,-15950.8596,602.9382,11706.2707,-2048.5078,1241.3309,-751.6644,-3993.4321999999993,-1558.8413,-5552.273499999998
318,508.4526,1477.2259,-1135.8042,0.0,0.0,0.0,-1277.1224,-16056.0578,594.3868,11743.2475,-1971.3005,1238.5857,-752.7103,-4145.6716,-1485.4251,-5631.096699999999
319,503.7955,1435.3155,-1112.5235,0.0,0.0,0.0,-1245.0733,-16059.0163,627.398,11734.5042,-1992.9247,1238.5243,-750.7169,-4115.599899999999,-1505.1173,-5620.717199999999
320,506.589,1460.0702,-1104.6067,0.0,0.0,0.0,-1279.4514,-16007.3245,608.6634,11738.0466,-2065.0557,1250.1336,-764.3657,-4078.0134,-1579.2878,-5657.3012
321,486.7689,1439.0679,-1076.4497,0.0,0.0,0.0,-1266.178,-16115.609,595.9061,11734.6457,-1974.0592,1236.7524,-750.366,-4201.848100000001,-1487.6727999999998,-5689.5209
322,580.6808,1393.803,-1076.5191,0.0,0.0,0.0,-1244.3285,-16206.2703,610.3761,11765.206,-1918.4085,1237.7966,-752.0547,-4177.052,-1432.6666,-5609.718599999999
323,530.36,1445.9772,-1107.0832,0.0,0.0,0.0,-1264.8068,-15947.1814,600.5637,11696.0874,-2033.5454,1238.3636,-746.728,-4046.083099999998,-1541.9098,-5587.992899999998
324,483.7506,1394.6803,-1108.5716,0.0,0.0,0.0,-1275.2142,-16123.2682,614.6913,11804.7133,-1970.5317,1238.2408,-751.5443,-4209.218500000001,-1483.8352,-5693.0537
325,502.1303,1484.4222,-1111.1528,0.0,0.0,0.0,-1266.8051,-16031.3789,609.6522,11707.9956,-1981.6791,1239.6016,-749.5059,-4105.136499999999,-1491.5834,-5596.719899999999
326,522.2973,1452.7255,-1088.6865,0.0,0.0,0.0,-1282.9192,-16020.5185,605.8218,11732.2765,-1998.0906,1239.5212,-755.447,-4079.0031,-1514.0164,-5593.019499999999
327,519.3594,1499.0826,-1054.0194,0.0,0.0,0.0,-1291.1702,-16074.3796,593.5471,11732.8006,-1995.2383,1239.7764,-756.4335,-4074.7794999999987,-1511.8953999999999,-5586.674899999999
328,516.9736,1470.7819,-1112.09,0.0,0.0,0.0,-1291.4782,-16052.7423,593.1148,11746.828,-1980.6755,1239.9134,-751.7971,-4128.612200000001,-1492.5592000000001,-5621.171400000001
329,517.8225,1451.6738,-1121.6081,0.0,0.0,0.0,-1244.7264,-16155.0385,614.8829,11760.0614,-1935.3266,1234.4371,-744.4894,-4176.9324,-1445.3789000000002,-5622.3113
330,521.7362,1433.5169,-1096.6892,0.0,0.0,0.0,-1271.0487,-16050.1717,607.984,11761.6367,-2019.668,1247.1616,-758.0315,-4093.0358000000015,-1530.5379,-5623.573700000002
331,518.6485,1419.3496,-1103.2348,0.0,0.0,0.0,-1284.5223,-16117.2138,612.0645,11745.9174,-1913.3743,1236.6626,-751.2162,-4208.990899999999,-1427.9278999999997,-5636.918799999999
332,516.0877,1439.6348,-1089.4196,0.0,0.0,0.0,-1252.478,-16248.1966,620.4149,11813.0729,-1878.1706,1236.1618,-748.7269,-4200.883900000001,-1390.7356999999997,-5591.6196
333,508.4893,1414.3081,-1104.6631,0.0,0.0,0.0,-1256.3337,-16024.0213,627.5117,11743.0606,-2042.042,1239.2708,-755.7795,-4091.648400000002,-1558.5506999999998,-5650.199100000001
334,517.5652,1380.31,-1105.8141,0.0,0.0,0.0,-1277.6682,-16131.7236,616.8719,11833.1733,-1958.4344,1242.2523,-756.2922,-4167.285499999998,-1472.4742999999999,-5639.759799999998
335,496.537,1391.8284,-1059.8123,0.0,0.0,0.0,-1282.0924,-16152.034,598.5488,11844.6467,-1955.4934,1237.069,-739.0456,-4162.3778,-1457.4700000000003,-5619.8478000000005
336,468.9552,1408.7657,-1094.4919,0.0,0.0,0.0,-1288.5886,-16062.6463,621.748,11833.5567,-2027.5995,1233.511,-743.5891,-4112.701200000001,-1537.6776,-5650.378800000001
337,523.5587,1466.6905,-1106.678,0.0,0.0,0.0,-1244.1917,-16080.1929,593.0517,11782.5648,-2039.8768,1247.2844,-760.4429,-4065.196899999999,-1553.0353,-5618.232199999999
338,462.6192,1431.1741,-1086.685,0.0,0.0,0.0,-1257.2435,-16164.255,625.3805,11810.3273,-1973.3798,1240.4615,-752.1679,-4178.682399999998,-1485.0862000000002,-5663.768599999998
339,519.9796,1351.1906,-1105.3015,0.0,0.0,0.0,-1245.8261,-16090.4735,605.1283,11820.5316,-2072.2183,1235.8121,-753.2439,-4144.770999999999,-1589.6500999999998,-5734.4211
340,501.2631,1444.6209,-1105.0673,0.0,0.0,0.0,-1264.2771,-16045.5493,591.1259,11744.9288,-2046.2239,1239.0582,-752.4763,-4132.955000000004,-1559.642,-5692.597000000003
341,510.8652,1421.9573,-1110.4884,0.0,0.0,0.0,-1271.7737,-16002.1204,589.6963,11734.1038,-2058.5848,1237.5462,-755.7247,-4127.759900000001,-1576.7633,-5704.523200000001
342,541.4454,1462.8332,-1088.8344,0.0,0.0,0.0,-1286.2403,-15994.667,589.185,11730.4842,-2077.5079,1242.8476,-755.0082,-4045.7938999999988,-1589.6685,-5635.462399999999
343,540.2785,1401.9303,-1121.1531,0.0,0.0,0.0,-1224.8749,-16156.767,620.5816,11821.7895,-2013.857,1238.9495,-754.9755,-4118.215100000001,-1529.883,-5648.098100000001
344,522.9483,1410.5551,-1102.3772,0.0,0.0,0.0,-1278.9592,-16060.6961,623.3059,11833.4132,-2053.5337,1244.6384,-752.6014,-4051.8099999999995,-1561.4967,-5613.306699999999
345,484.8587,1436.6927,-1089.6976,0.0,0.0,0.0,-1281.7354,-16162.1353,617.1518,11785.7564,-1951.9307,1231.021,-753.0041,-4209.108699999999,-1473.9137999999998,-5683.022499999999
346,518.6862,1412.4275,-1086.0676,0.0,0.0,0.0,-1253.6585,-16132.1675,617.7261,11831.1331,-2066.9968,1240.0268,-763.9412,-4091.9207000000024,-1590.9111999999998,-5682.831900000002
347,469.2541,1426.329,-1084.1029,0.0,0.0,0.0,-1255.1512,-15944.53,608.1589,11793.7266,-2178.0861,1255.9642,-773.5721,-3986.3155000000006,-1695.694,-5682.009500000001
348,485.7012,1447.7059,-1065.1683,0.0,0.0,0.0,-1265.4447,-16140.131,632.3131,11870.8163,-2094.5935,1235.8357,-757.2825,-4034.2074999999986,-1616.0403,-5650.247799999998
349,549.2498,1404.6091,-1076.5604,0.0,0.0,0.0,-1271.3582,-16017.5058,590.6851,11812.7719,-2081.3314,1241.3923,-750.6517,-4008.1085000000003,-1590.5908,-5598.6993
350,508.7728,1476.5705,-1102.7263,0.0,0.0,0.0,-1264.1318,-15938.1079,607.0093,11777.3106,-2113.2272,1242.9516,-751.824,-3935.3028000000013,-1622.0995999999996,-5557.4024
351,517.2824,1445.5104,-1084.546,0.0,0.0,0.0,-1261.0998,-16031.0348,615.3218,11793.9045,-2072.3312,1240.8584,-753.69,-4004.6615,-1585.1628,-5589.8243
352,520.0858,1434.8702,-1116.9586,0.0,0.0,0.0,-1267.9927,-16030.2286,593.7407,11698.5003,-1974.6744,1242.0066,-744.6851,-4167.982900000001,-1477.3529000000003,-5645.335800000001
353,505.0255,1445.4671,-1071.3246,0.0,0.0,0.0,-1249.3864,-16012.7973,607.2812,11775.6367,-2094.7514,1241.312,-750.542,-4000.0978000000014,-1603.9814000000001,-5604.079200000002
354,502.4261,1376.4836,-1094.273,0.0,0.0,0.0,-1241.3264,-16033.6444,600.6811,11794.2734,-2101.3567,1248.9901,-757.3188,-4095.3796,-1609.6853999999998,-5705.0650000000005
355,504.5309,1494.6143,-1112.6243,0.0,0.0,0.0,-1236.5015,-16015.5567,598.0945,11773.0978,-2085.0806,1240.4662,-751.4715,-3994.345000000001,-1596.0858999999996,-5590.4309
356,484.2337,1467.8212,-1093.1519,0.0,0.0,0.0,-1246.899,-16175.7486,636.9818,11813.6389,-1986.1187,1229.353,-742.8895,-4113.123900000002,-1499.6552,-5612.7791000000025
357,542.151,1418.8476,-1079.0602,0.0,0.0,0.0,-1267.5856,-16080.467,592.8867,11789.3968,-1998.5543,1239.5827,-745.726,-4083.8307000000004,-1504.6976,-5588.5283
358,533.3477,1429.9654,-1092.5507,0.0,0.0,0.0,-1263.0436,-15921.1246,598.6008,11748.8557,-2125.6668,1241.8601,-741.6601,-3965.9492999999984,-1625.4668,-5591.416099999999
359,524.006,1418.5553,-1084.1372,0.0,0.0,0.0,-1263.8293,-16082.3635,614.3354,11831.7663,-2056.4983,1239.2472,-752.4917,-4041.6670000000013,-1569.7428000000002,-5611.409800000001
360,508.7214,1402.6232,-1108.47,0.0,0.0,0.0,-1275.9456,-16125.1427,621.1181,11826.2952,-2022.5297,1232.4007,-749.4349,-4150.8004,-1539.5639,-5690.3643
361,503.3778,1415.4444,-1086.2069,0.0,0.0,0.0,-1261.842,-16053.45,631.1715,11813.8331,-2053.2861,1239.3559,-753.6747,-4037.6721,-1567.6048999999998,-5605.276999999998
362,504.5111,1445.5577,-1118.7098,0.0,0.0,0.0,-1279.031,-16143.5576,615.9492,11818.6133,-1949.1309,1237.4422,-745.4636,-4156.667099999999,-1457.1523000000002,-5613.819399999999
363,493.8702,1427.5018,-1080.2846,0.0,0.0,0.0,-1265.3245,-16132.484,602.354,11748.8899,-1904.0111,1244.6101,-759.2597,-4205.477199999999,-1418.6607,-5624.137899999999
364,481.0694,1401.9755,-1100.2101,0.0,0.0,0.0,-1267.4639,-16058.9917,600.245,11816.1879,-2012.0398,1244.1943,-749.8739,-4127.187899999999,-1517.7194,-5644.907299999999
365,519.0461,1422.4027,-1096.4111,0.0,0.0,0.0,-1242.7868,-16065.3153,603.0269,11779.4276,-2072.6384,1238.529,-753.3438,-4080.6098999999977,-1587.4532,-5668.063099999997
366,504.1777,1445.5416,-1079.4381,0.0,0.0,0.0,-1243.8473,-16025.2085,598.9393,11716.7578,-2008.9629,1244.0856,-755.1828,-4083.0775000000012,-1520.0601,-5603.137600000002
367,498.7178,1390.0794,-1092.5678,0.0,0.0,0.0,-1254.9671,-16125.6477,615.7027,11861.2239,-2007.4709,1253.2568,-760.8333,-4107.4587999999985,-1515.0474,-5622.506199999999
368,501.547,1377.2252,-1106.9947,0.0,0.0,0.0,-1252.5632,-16059.4685,612.287,11765.1807,-1985.7795,1242.8996,-750.6016,-4162.786499999998,-1493.4815,-5656.267999999999
369,493.3058,1506.5092,-1067.0357,0.0,0.0,0.0,-1294.532,-16162.5091,586.4609,11758.3577,-1893.4516,1232.2305,-737.7514,-4179.4432,-1398.9725000000003,-5578.4157000000005
370,473.1093,1379.818,-1084.0533,0.0,0.0,0.0,-1298.1912,-16045.4827,625.0412,11798.7814,-2041.9328,1236.0436,-751.8791,-4150.977300000002,-1557.7683000000002,-5708.745600000003
371,527.766,1366.4553,-1063.8678,0.0,0.0,0.0,-1269.0944,-16212.1859,596.6377,11834.7168,-1929.0565,1237.6596,-753.1323,-4219.572300000002,-1444.5292,-5664.101500000002
372,503.3647,1388.7327,-1083.89,0.0,0.0,0.0,-1255.6917,-16199.8886,613.1933,11832.4177,-1932.3653,1239.5165,-747.5471,-4201.761900000001,-1440.3959,-5642.157800000001
373,537.0555,1446.7543,-1088.3245,0.0,0.0,0.0,-1267.3597,-16226.3079,610.4416,11832.041,-1944.1615,1238.1463,-746.7898,-4155.699700000001,-1452.8049999999998,-5608.504700000001
374,503.1985,1403.5585,-1084.4652,0.0,0.0,0.0,-1251.7356,-16163.6655,635.9007,11828.7857,-1986.7853,1244.1423,-760.208,-4128.4229,-1502.851,-5631.273899999999
375,495.6819,1449.9205,-1060.2551,0.0,0.0,0.0,-1242.1759,-16217.2179,606.3907,11823.3802,-1934.3475,1241.7042,-751.2314,-4144.275600000001,-1443.8747000000003,-5588.1503
376,475.5753,1391.0334,-1094.8667,0.0,0.0,0.0,-1280.1924,-16150.0167,607.0655,11840.5109,-1926.4051,1232.8023,-743.0527,-4210.890700000002,-1436.6554999999998,-5647.546200000002
377,495.654,1416.4635,-1100.7117,0.0,0.0,0.0,-1261.7211,-16097.3382,615.7551,11742.1419,-1984.9739,1239.4645,-756.0269,-4189.7564999999995,-1501.5362999999998,-5691.292799999999
378,493.1232,1433.232,-1073.0036,0.0,0.0,0.0,-1257.7405,-16049.2501,591.6322,11750.6719,-1987.8333,1240.4001,-745.6268,-4111.3349,-1493.06,-5604.3949
379,507.203,1429.8436,-1120.2371,0.0,0.0,0.0,-1260.25,-15998.2508,594.0058,11774.9324,-2065.3373,1249.5524,-761.8071,-4072.753099999998,-1577.592,-5650.345099999999
380,535.5701,1413.5098,-1068.7259,0.0,0.0,0.0,-1287.2469,-16056.8614,605.1349,11818.0884,-2044.9389,1238.7747,-750.1668,-4040.530999999999,-1556.3310000000001,-5596.861999999999
381,527.4279,1423.0418,-1108.4284,0.0,0.0,0.0,-1256.348,-16065.2821,608.2605,11765.9824,-2006.7821,1231.8715,-742.5368,-4105.3459,-1517.4474,-5622.7933
382,546.7133,1393.2806,-1122.9461,0.0,0.0,0.0,-1299.4845,-16044.0092,593.8322,11756.2688,-1983.4563,1238.2077,-748.1897,-4176.344899999998,-1493.4383000000003,-5669.783199999998
383,527.7695,1402.6889,-1097.1478,0.0,0.0,0.0,-1275.4944,-15980.1628,591.6529,11761.6104,-2031.5942,1241.2175,-747.3718,-4069.0833000000002,-1537.7485000000001,-5606.8318
384,518.2072,1413.3739,-1118.3976,0.0,0.0,0.0,-1258.1621,-16155.9297,615.8696,11773.8138,-1922.6287,1233.5063,-742.4407,-4211.224899999999,-1431.5630999999998,-5642.788
385,513.2195,1438.3879,-1110.4474,0.0,0.0,0.0,-1255.2547,-16016.5786,615.0682,11740.5605,-2022.4002,1246.982,-756.3624,-4075.044600000003,-1531.7806,-5606.825200000003
386,501.0001,1391.929,-1088.1257,0.0,0.0,0.0,-1254.7916,-16178.4437,613.6945,11785.9968,-1911.5154,1242.6823,-752.985,-4228.740599999999,-1421.8181,-5650.558699999999
387,494.0126,1400.9089,-1094.3346,0.0,0.0,0.0,-1286.8414,-16186.3456,624.1681,11760.1319,-1876.6513,1232.4952,-746.7327,-4288.300099999999,-1390.8888,-5679.188899999997
388,501.5196,1410.5705,-1128.294,0.0,0.0,0.0,-1264.8437,-16200.536,612.5113,11773.9507,-1888.4081,1238.5526,-748.7446,-4295.121599999999,-1398.6001,-5693.721699999999
389,518.7761,1398.8723,-1087.6083,0.0,0.0,0.0,-1271.0542,-16216.1597,606.4041,11807.6679,-1900.4104,1233.2937,-748.7448,-4243.1018,-1415.8615,-5658.9633
390,488.3207,1431.8589,-1098.783,0.0,0.0,0.0,-1261.7546,-16151.6857,610.9179,11789.2905,-1962.9803,1240.0646,-751.226,-4191.835299999999,-1474.1417000000001,-5665.976999999999
391,505.279,1393.9643,-1086.2875,0.0,0.0,0.0,-1275.0361,-16089.6791,595.1801,11743.968,-1982.423,1235.1837,-753.4184,-4212.611299999999,-1500.6577,-5713.268999999998
392,489.0644,1481.62,-1071.2948,0.0,0.0,0.0,-1269.3404,-16005.4371,622.1128,11720.0824,-2059.9495,1230.076,-740.3536,-4033.1926999999996,-1570.2271,-5603.419800000001
393,517.1633,1447.5395,-1089.5653,0.0,0.0,0.0,-1264.7084,-15987.9942,606.4993,11743.141,-2060.9817,1244.3077,-758.5971,-4027.9248000000007,-1575.2710999999997,-5603.195900000001
394,485.79,1429.4605,-1098.1144,0.0,0.0,0.0,-1245.7911,-16027.7744,605.9244,11741.1678,-2025.4386,1253.5545,-765.2124,-4109.337200000002,-1537.0965,-5646.433700000001
395,515.1679,1439.4081,-1071.9457,0.0,0.0,0.0,-1259.8872,-16218.609,601.3278,11767.6729,-1925.7695,1245.3991,-761.9415,-4226.865200000002,-1442.3119000000002,-5669.177100000002
396,511.096,1384.0273,-1081.3625,0.0,0.0,0.0,-1264.0538,-16057.9028,618.638,11825.4527,-2056.9477,1240.9198,-748.2978,-4064.1051000000007,-1564.3257000000003,-5628.430800000002
397,485.059,1407.164,-1103.3892,0.0,0.0,0.0,-1284.0531,-16038.6436,634.4166,11885.9001,-2132.17,1239.8425,-752.7437,-4013.546199999999,-1645.0712,-5658.617399999999
398,500.8536,1434.9473,-1096.1918,0.0,0.0,0.0,-1278.0853,-16034.9063,601.4095,11726.2051,-1995.381,1235.2829,-742.5232,-4145.767900000001,-1502.6213000000002,-5648.3892000000005
399,511.4576,1420.9357,-1100.3437,0.0,0.0,0.0,-1240.8447,-16061.4244,604.7182,11757.6652,-2020.9699,1239.181,-753.9335,-4107.8361,-1535.7224,-5643.5585
400,511.2062,1435.5229,-1091.0212,0.0,0.0,0.0,-1267.7749,-15966.5272,598.9034,11722.2362,-2055.216,1242.2901,-754.2684,-4057.454600000001,-1567.1943,-5624.648900000001

