GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
10,482.3085,1389.5279,-1126.2333,0.0,0.0,0.0,-1290.7947,-15932.7757,608.8498,11777.4228,-2234.9326,57.31373376,-4091.6947,-2177.61886624,-6269.31356624
11,481.8087,1452.0949,-1095.4036,0.0,0.0,0.0,-1255.085,-16167.2386,620.2409,11808.1844,-2078.6065,56.79849888,-4155.398299999999,-2021.80800112,-6177.206301119999
12,536.7693,1322.5771,-1078.7865,0.0,0.0,0.0,-1262.7279,-16156.3478,613.7499,11709.1998,-2000.1938,57.39713496,-4315.5661,-1942.79666504,-6258.36276504
13,519.0431,1414.1929,-1106.4964,0.0,0.0,0.0,-1294.1776,-16096.629,601.2312,11784.1228,-2065.8008,56.09007792,-4178.713000000003,-2009.7107220799999,-6188.423722080003
14,479.9226,1450.7642,-1095.8457,0.0,0.0,0.0,-1267.4861,-16158.6722,602.7656,11776.6141,-2028.841,54.96337656,-4211.9375,-1973.87762344,-6185.81512344
15,512.0938,1460.4205,-1096.4539,0.0,0.0,0.0,-1276.2901,-16037.8862,606.8703,11711.338,-2110.5661,58.39732727999999,-4119.9076000000005,-2052.16877272,-6172.07637272
16,481.0984,1415.4697,-1086.2605,0.0,0.0,0.0,-1284.324,-16056.2899,607.8602,11812.7365,-2142.598,57.46021055999999,-4109.7096,-2085.13778944,-6194.84738944
17,523.5356,1503.8211,-1083.5358,0.0,0.0,0.0,-1259.1758,-15990.205,607.4805,11687.6978,-2184.3527,57.67310376,-4010.3816000000006,-2126.67959624,-6137.06119624
18,507.8925,1393.1618,-1119.5557,0.0,0.0,0.0,-1248.7203,-16148.7882,624.8748,11797.5555,-2085.0394,58.64406192,-4193.579600000001,-2026.39533808,-6219.97493808
19,503.3295,1415.7137,-1092.3661,0.0,0.0,0.0,-1287.8154,-16153.9592,625.2557,11831.1986,-2079.678,55.20549096,-4158.6432,-2024.47250904,-6183.11570904
20,530.3301,1370.8223,-1044.3531,0.0,0.0,0.0,-1274.9202,-16152.7017,600.9805,11727.3288,-2029.5533,54.932405759999995,-4242.5133000000005,-1974.62089424,-6217.13419424
21,534.3326,1404.3905,-1091.2609,0.0,0.0,0.0,-1268.9175,-16040.6877,612.2506,11730.0116,-2124.9072,57.92523696,-4119.880800000001,-2066.98196304,-6186.862763040001
22,504.3595,1444.8389,-1096.456,0.0,0.0,0.0,-1245.2446,-16139.7894,606.0419,11736.5771,-2060.7617,57.64910976,-4189.6726,-2003.11259024,-6192.78519024
23,521.2923,1414.0603,-1102.9462,0.0,0.0,0.0,-1265.8425,-16174.2144,611.1937,11722.7256,-2002.3058,56.31801408,-4273.7312,-1945.98778592,-6219.718985920001
24,511.3086,1412.2268,-1107.107,0.0,0.0,0.0,-1269.7674,-16058.411,609.6427,11694.0028,-2084.4375,57.66282072,-4208.1044999999995,-2026.77467928,-6234.879179279999
25,523.1028,1414.736,-1119.1988,0.0,0.0,0.0,-1258.1529,-16214.5543,611.8379,11747.8833,-2032.1018,59.42166551999999,-4294.346000000001,-1972.6801344799999,-6267.026134480002
26,490.6538,1446.4755,-1076.7338,0.0,0.0,0.0,-1266.202,-16084.596,613.3206,11770.8669,-2139.0288,59.32682424,-4106.215,-2079.70197576,-6185.91697576
27,491.4435,1432.8427,-1062.9336,0.0,0.0,0.0,-1275.82,-16198.901,624.7856,11820.2951,-2041.7199,58.69972728,-4168.287700000001,-1983.0201727200001,-6151.307872720001
28,515.2506,1398.4171,-1114.6826,0.0,0.0,0.0,-1268.7236,-16150.9205,623.7457,11841.2616,-2113.8668,58.09428504,-4155.6517,-2055.7725149599996,-6211.42421496
29,498.6539,1430.5594,-1096.8618,0.0,0.0,0.0,-1277.9685,-16158.127,611.819,11740.2786,-2007.0453,57.64131576,-4251.6464,-1949.40398424,-6201.050384239999
30,483.4101,1436.9016,-1092.7462,0.0,0.0,0.0,-1258.4794,-16134.0517,593.447,11820.8714,-2132.3871,58.344771599999994,-4150.647199999999,-2074.0423284,-6224.689528399999
31,505.6332,1413.822,-1118.2284,0.0,0.0,0.0,-1260.6712,-16133.3583,613.8173,11850.1873,-2125.8365,58.788383759999995,-4128.7981,-2067.0481162399997,-6195.846216239999
32,491.7718,1419.1144,-1128.1949,0.0,0.0,0.0,-1279.3461,-16012.2047,592.0056,11714.0371,-2142.5081,58.187138399999995,-4202.816799999999,-2084.3209616,-6287.137761599999
33,526.4077,1438.9336,-1102.8671,0.0,0.0,0.0,-1277.7646,-16041.5321,623.8388,11770.0101,-2182.6718,58.770742320000004,-4062.973600000003,-2123.90105768,-6186.874657680003
34,523.2822,1444.3695,-1075.067,0.0,0.0,0.0,-1262.2835,-16009.9117,619.8644,11805.1482,-2234.6365,57.45067776,-3954.5979000000007,-2177.18582224,-6131.783722240001
35,554.2931,1428.1966,-1084.6952,0.0,0.0,0.0,-1285.3719,-16052.8148,604.6229,11812.6597,-2174.8106,55.97033472,-4023.1096000000016,-2118.8402652799996,-6141.949865280001
36,514.5683,1406.611,-1114.4054,0.0,0.0,0.0,-1274.8351,-16069.4001,603.4838,11789.2199,-2160.8994,57.233217599999996,-4144.757599999999,-2103.6661824,-6248.423782399999
37,518.8878,1470.7826,-1101.5725,0.0,0.0,0.0,-1286.2499,-15935.5026,603.4163,11706.6818,-2199.9851,57.335917679999994,-4023.556499999999,-2142.64918232,-6166.205682319998
38,512.6679,1394.2985,-1083.9833,0.0,0.0,0.0,-1246.5769,-16024.8076,594.5716,11726.686,-2145.001,58.1026464,-4127.1438,-2086.8983536,-6214.0421536
39,511.4492,1427.4997,-1107.2828,0.0,0.0,0.0,-1259.9789,-15960.3136,597.8523,11689.0532,-2178.4847,57.92998392,-4101.7209,-2120.55471608,-6222.27561608
40,536.2035,1405.2262,-1113.5214,0.0,0.0,0.0,-1252.8729,-15921.2623,611.0626,11730.8786,-2233.6878,60.975635759999996,-4004.2857000000004,-2172.71216424,-6176.99786424
41,470.9899,1408.6308,-1066.2704,0.0,0.0,0.0,-1278.4975,-15997.834,614.7838,11752.2558,-2181.3123,59.97501072,-4095.941600000002,-2121.33728928,-6217.278889280002
42,495.5563,1487.4465,-1125.3223,0.0,0.0,0.0,-1248.9508,-16089.2044,592.7138,11727.6965,-2083.5068,58.58375256,-4160.064399999999,-2024.9230474400001,-6184.987447439999
43,490.9205,1519.9301,-1086.2714,0.0,0.0,0.0,-1289.0301,-16045.1848,589.4539,11636.8826,-2045.7268,56.37737592,-4183.299200000001,-1989.3494240799998,-6172.648624080001
44,511.6769,1465.9133,-1115.8569,0.0,0.0,0.0,-1266.4627,-16035.1246,606.374,11707.1956,-2091.6208,57.47608655999999,-4126.2844000000005,-2034.1447134400003,-6160.429113440001
45,503.4848,1477.5328,-1128.7516,0.0,0.0,0.0,-1259.9757,-16069.5256,601.0285,11688.5458,-2063.1795,58.18276944,-4187.661,-2004.9967305600003,-6192.65773056
46,499.5993,1428.361,-1090.678,0.0,0.0,0.0,-1237.0547,-16110.636,613.7545,11756.3522,-2094.5929,59.92074792,-4140.301700000002,-2034.6721520800002,-6174.973852080001
47,528.8553,1466.6987,-1073.3116,0.0,0.0,0.0,-1299.8929,-16179.6987,598.7273,11755.9635,-2013.693,55.81101384,-4202.6584,-1957.88198616,-6160.540386160001
48,496.9448,1420.854,-1087.9257,0.0,0.0,0.0,-1278.5578,-16043.6309,588.962,11702.4474,-2103.5643,57.070594799999995,-4200.906200000003,-2046.4937052,-6247.399905200003
49,513.2215,1438.9139,-1066.1958,0.0,0.0,0.0,-1272.1835,-16142.9946,595.6299,11717.1491,-2057.298,56.9869992,-4216.459499999999,-2000.3110007999999,-6216.770500799998
50,540.4843,1412.3803,-1126.6648,0.0,0.0,0.0,-1269.4922,-16124.3068,608.8355,11758.2641,-2066.7293,57.60774432,-4200.499600000001,-2009.12155568,-6209.621155680001
51,533.5127,1423.4255,-1088.453,0.0,0.0,0.0,-1288.8493,-16048.0476,611.8021,11790.679,-2164.8299,57.80646504,-4065.9305999999997,-2107.02343496,-6172.95403496
52,483.6415,1421.7422,-1063.726,0.0,0.0,0.0,-1269.6585,-16117.6706,614.66,11763.1144,-2058.9931,57.181774319999995,-4167.896999999999,-2001.8113256800002,-6169.708325679999
53,508.555,1391.8915,-1066.4299,0.0,0.0,0.0,-1286.3157,-16020.5678,590.4754,11705.6839,-2091.5528,57.3769908,-4176.707600000002,-2034.1758092,-6210.883409200001
54,506.1141,1395.0803,-1097.2454,0.0,0.0,0.0,-1264.8211,-16036.1361,612.3995,11657.4771,-2062.8155,57.30555744,-4227.131600000001,-2005.5099425600001,-6232.641542560002
55,510.0994,1478.2771,-1071.2835,0.0,0.0,0.0,-1254.4003,-15958.4672,601.5666,11704.6284,-2194.2078,57.92075064,-3989.5795,-2136.2870493600003,-6125.86654936
56,478.4789,1429.4205,-1123.1619,0.0,0.0,0.0,-1240.7171,-16077.3425,606.1874,11686.9835,-2043.239,56.339982719999995,-4240.1512,-1986.89901728,-6227.05021728
57,490.146,1475.8982,-1098.9436,0.0,0.0,0.0,-1270.2559,-15947.7318,603.7074,11721.5898,-2173.744,58.34414808,-4025.589900000001,-2115.39985192,-6140.989751920001
58,515.7294,1412.1518,-1088.8881,0.0,0.0,0.0,-1273.3257,-16230.2222,604.0631,11717.6896,-1917.8936,55.769929919999996,-4342.802099999999,-1862.12367008,-6204.925770079999
59,500.9532,1461.3217,-1100.6818,0.0,0.0,0.0,-1229.3995,-16238.9187,620.6073,11673.8104,-1912.6349,57.132595439999996,-4312.3074,-1855.50230456,-6167.80970456
60,532.03,1417.4122,-1120.8668,0.0,0.0,0.0,-1274.4419,-16085.3532,607.0321,11754.2999,-2076.0258,55.50726672,-4169.887700000001,-2020.51853328,-6190.40623328
61,502.8094,1454.2772,-1094.5958,0.0,0.0,0.0,-1244.477,-16104.4106,601.9185,11678.4531,-2048.1449,56.340948239999996,-4206.025199999998,-1991.8039517599998,-6197.829151759997
62,465.153,1518.2508,-1097.8451,0.0,0.0,0.0,-1293.8672,-16042.4156,603.1882,11731.9345,-2132.6405,56.63556648,-4115.6014,-2076.00493352,-6191.606333519999
63,509.2885,1485.8892,-1111.3234,0.0,0.0,0.0,-1288.8211,-16115.4719,590.3835,11696.2744,-2020.579,53.30362608,-4233.780799999999,-1967.27537392,-6201.056173919998
64,537.6097,1445.4066,-1110.9945,0.0,0.0,0.0,-1274.0241,-16130.431,603.137,11719.5189,-2055.1639,56.250122399999995,-4209.777400000001,-1998.9137776,-6208.691177600001
65,504.7794,1472.8345,-1063.2967,0.0,0.0,0.0,-1302.5168,-16366.4738,608.7358,11754.2921,-1858.0267,53.54609256,-4391.645499999999,-1804.4806074399999,-6196.126107439999
66,489.404,1434.6077,-1088.7554,0.0,0.0,0.0,-1303.4933,-16116.2258,599.0368,11754.4801,-2058.2665,54.76975344,-4230.945900000001,-2003.4967465600002,-6234.44264656
67,499.0383,1378.7163,-1076.841,0.0,0.0,0.0,-1273.7185,-16087.2347,607.0757,11727.8912,-2080.4172,58.0216644,-4225.072700000001,-2022.3955356,-6247.4682356
68,506.3885,1391.8538,-1081.1381,0.0,0.0,0.0,-1265.3612,-16101.0594,602.4613,11739.121,-2087.6141,59.16672,-4207.7341,-2028.4473799999998,-6236.181479999999
69,537.646,1454.5755,-1089.341,0.0,0.0,0.0,-1275.5407,-16143.5517,603.7777,11717.5864,-2043.9949,57.09143304,-4194.847799999998,-1986.9034669599998,-6181.751266959997
70,511.9957,1447.0705,-1108.9833,0.0,0.0,0.0,-1281.4807,-16073.5084,606.5902,11737.3707,-2101.2002,57.312616320000004,-4160.945300000001,-2043.8875836800003,-6204.832883680001
71,549.3456,1432.2815,-1059.7164,0.0,0.0,0.0,-1280.3711,-16104.836,598.5021,11758.3752,-2097.5909,56.27226744,-4106.419099999999,-2041.3186325600002,-6147.737732559999
72,508.6575,1464.0482,-1097.6737,0.0,0.0,0.0,-1289.6042,-16209.9997,587.4668,11775.1693,-2022.9225,55.86894648,-4261.935799999999,-1967.05355352,-6228.989353519999
73,505.8916,1454.9962,-1130.2916,0.0,0.0,0.0,-1269.2863,-16307.3388,617.0942,11717.4935,-1903.9754,55.8212796,-4411.441200000001,-1848.1541204,-6259.595320400002
74,551.0407,1445.6047,-1092.7208,0.0,0.0,0.0,-1263.5325,-16252.7827,587.3336,11702.4135,-1907.9453,57.33303264,-4322.643499999998,-1850.61226736,-6173.255767359999
75,500.0541,1402.5152,-1065.761,0.0,0.0,0.0,-1289.039,-16175.4068,619.6459,11749.8514,-2033.3786,56.298103919999996,-4258.140200000002,-1977.08049608,-6235.220696080001
76,515.1042,1405.3253,-1065.2674,0.0,0.0,0.0,-1275.4769,-16276.0708,601.0529,11789.2252,-1972.922,57.117751199999994,-4306.107499999996,-1915.8042488,-6221.9117487999965
77,509.229,1405.9444,-1081.3137,0.0,0.0,0.0,-1248.9358,-16270.7646,611.4229,11824.2476,-2040.6494,58.43940624,-4250.1702000000005,-1982.20999376,-6232.380193760001
78,526.1174,1403.953,-1096.2259,0.0,0.0,0.0,-1290.2084,-16096.2977,615.2366,11764.8107,-2098.872,58.58596584,-4172.614299999999,-2040.2860341599999,-6212.900334159998
79,529.5374,1421.5918,-1082.818,0.0,0.0,0.0,-1276.8014,-16136.1432,601.4341,11776.4554,-2076.3897,60.21130967999999,-4166.743899999998,-2016.1783903200003,-6182.922290319997
80,517.2875,1439.7455,-1118.8489,0.0,0.0,0.0,-1268.9763,-16130.0567,622.454,11822.0022,-2108.5951,60.3934668,-4116.3927,-2048.2016332,-6164.594333200001
81,513.7578,1441.825,-1107.5106,0.0,0.0,0.0,-1239.9264,-16054.6745,592.6626,11741.2801,-2140.5932,60.02588015999999,-4112.585999999999,-2080.56731984,-6193.153319839998
82,483.4993,1429.5053,-1056.8419,0.0,0.0,0.0,-1252.5728,-16055.4127,617.3029,11747.0992,-2152.1481,58.03030584,-4087.4207000000006,-2094.11779416,-6181.5384941600005
83,498.2638,1446.755,-1060.8776,0.0,0.0,0.0,-1262.8961,-16188.1742,621.9366,11822.8859,-2080.6688,58.50493272,-4122.106600000001,-2022.16386728,-6144.27046728
84,504.9199,1447.7604,-1088.295,0.0,0.0,0.0,-1259.2626,-16118.6113,605.0571,11730.9599,-2050.4003,57.78265608,-4177.471600000001,-1992.6176439199999,-6170.08924392
85,506.0663,1411.3863,-1122.3194,0.0,0.0,0.0,-1281.5682,-16194.0483,609.2583,11797.5861,-2031.5054,58.55226264,-4273.6389,-1972.95313736,-6246.59203736
86,508.292,1407.0061,-1092.3802,0.0,0.0,0.0,-1249.8399,-16105.3289,609.8431,11750.6728,-2100.247,59.189423039999994,-4171.734999999999,-2041.0575769599998,-6212.792576959998
87,520.6139,1429.6774,-1085.7537,0.0,0.0,0.0,-1278.2692,-16228.4919,601.0121,11756.3692,-1978.5365,57.05795664,-4284.842200000001,-1921.47854336,-6206.320743360001
88,525.5844,1434.2272,-1097.8293,0.0,0.0,0.0,-1279.1467,-15999.0485,607.4191,11765.3197,-2212.0471,58.53173184,-4043.474100000003,-2153.51536816,-6196.989468160003
89,477.5058,1422.3207,-1086.1658,0.0,0.0,0.0,-1294.6593,-16085.6532,617.7466,11831.1972,-2166.511,56.536432559999994,-4117.707999999999,-2109.97456744,-6227.682567439999
90,465.7248,1410.9469,-1088.7738,0.0,0.0,0.0,-1295.5218,-16038.9094,622.8401,11783.0814,-2164.0497,57.40872912,-4140.611800000001,-2106.64097088,-6247.25277088
91,500.459,1454.7032,-1097.7535,0.0,0.0,0.0,-1265.797,-16201.216,608.0659,11657.3214,-1950.4129,57.59135568,-4344.216999999999,-1892.82154432,-6237.038544319999
92,532.5131,1357.7569,-1082.3253,0.0,0.0,0.0,-1256.1766,-15906.6055,601.6881,11660.0035,-2187.2047,59.414735519999994,-4093.1458000000002,-2127.78996448,-6220.93576448
93,519.9364,1452.6851,-1103.777,0.0,0.0,0.0,-1292.7614,-15884.761,602.2162,11734.1059,-2251.2755,58.83148008,-3972.3557999999994,-2192.4440199200003,-6164.799819919999
94,506.2404,1455.0217,-1057.8814,0.0,0.0,0.0,-1279.4962,-16128.1474,622.6521,11740.6935,-2028.5785,58.28121648,-4140.917300000003,-1970.29728352,-6111.214583520003
95,518.7084,1405.5275,-1083.9775,0.0,0.0,0.0,-1269.7102,-16135.2124,593.5486,11791.3366,-2102.0727,58.985664480000004,-4179.778999999999,-2043.0870355200002,-6222.866035519999
96,533.6687,1393.8756,-1098.4078,0.0,0.0,0.0,-1255.3407,-16219.3361,596.4641,11774.842,-2006.4601,56.53012392,-4274.234200000001,-1949.92997608,-6224.164176080001
97,506.8902,1386.9949,-1126.1305,0.0,0.0,0.0,-1277.3219,-16100.7406,609.3617,11760.2339,-2059.6686,57.0769164,-4240.712300000001,-2002.5916836,-6243.303983600001
98,489.1667,1415.6478,-1073.3555,0.0,0.0,0.0,-1258.3782,-16062.883,607.0496,11733.7133,-2093.3188,57.11067,-4149.039299999999,-2036.20813,-6185.2474299999985
99,489.1381,1476.2078,-1097.0668,0.0,0.0,0.0,-1280.6083,-16110.9471,597.4954,11761.1925,-2065.3278,56.894425919999996,-4164.588400000002,-2008.43337408,-6173.021774080003
100,522.0235,1391.0437,-1089.942,0.0,0.0,0.0,-1293.2524,-16251.4861,595.9618,11779.6656,-1959.1306,54.74802527999999,-4345.9859,-1904.3825747199999,-6250.36847472
101,486.2698,1388.7042,-1075.3793,0.0,0.0,0.0,-1268.3655,-16112.614,610.1095,11740.1494,-2036.8078,58.02519383999999,-4231.125899999999,-1978.7826061600001,-6209.90850616
102,478.961,1414.3117,-1102.9291,0.0,0.0,0.0,-1267.6793,-15998.9379,593.9688,11736.5294,-2156.4969,59.068549440000005,-4145.7754,-2097.42835056,-6243.20375056
103,490.9152,1400.3034,-1115.547,0.0,0.0,0.0,-1252.867,-16115.3841,616.995,11753.9493,-2042.0977,58.54270104,-4221.635199999999,-1983.55499896,-6205.190198959999
104,528.5709,1413.9456,-1076.4995,0.0,0.0,0.0,-1304.896,-16140.0919,601.0871,11709.0392,-1995.5476,53.78166648,-4268.8446,-1941.76593352,-6210.61053352
105,509.4455,1414.729,-1087.6879,0.0,0.0,0.0,-1288.9933,-16112.8642,602.0302,11767.6995,-2073.0796,55.419978959999995,-4195.641200000002,-2017.65962104,-6213.300821040002
106,522.3853,1428.6243,-1103.679,0.0,0.0,0.0,-1295.2729,-16167.6756,606.6147,11732.4724,-1989.8403,55.29451464,-4276.5308,-1934.54578536,-6211.0765853600005
107,479.989,1513.6074,-1097.9987,0.0,0.0,0.0,-1286.5308,-16129.639,595.0855,11683.5433,-1996.7725,55.61662392,-4241.943299999999,-1941.15587608,-6183.099176079999
108,552.5886,1486.4514,-1079.2245,0.0,0.0,0.0,-1261.4311,-16067.1889,593.2073,11607.7091,-2003.3726,55.7875332,-4167.888099999998,-1947.5850667999998,-6115.473166799998
109,478.4675,1448.7997,-1127.4516,0.0,0.0,0.0,-1265.5232,-16067.0387,618.2942,11722.3659,-2098.2655,58.86966384,-4192.086199999998,-2039.39583616,-6231.482036159998
110,515.075,1473.6609,-1131.9756,0.0,0.0,0.0,-1262.8168,-16067.4282,579.9567,11726.8527,-2094.6934,57.15728927999999,-4166.675300000001,-2037.5361107200001,-6204.2114107200005
111,501.1386,1437.4856,-1101.6704,0.0,0.0,0.0,-1280.4022,-15998.758,598.9077,11757.1665,-2162.8651,59.17131359999999,-4086.1322,-2103.6937864,-6189.8259864
112,496.0047,1434.1692,-1092.5801,0.0,0.0,0.0,-1291.0532,-16107.3691,599.6586,11749.9857,-2047.0778,56.1336732,-4211.1842,-1990.9441268,-6202.1283268
113,485.1218,1396.7144,-1097.889,0.0,0.0,0.0,-1301.0648,-16051.9316,608.2739,11764.7068,-2130.3578,57.31044119999999,-4196.068500000001,-2073.0473588000004,-6269.115858800001
114,532.6995,1437.9705,-1077.619,0.0,0.0,0.0,-1299.9206,-16103.2629,585.0291,11694.9861,-2016.1123,54.98088264,-4230.1173,-1961.1314173600001,-6191.248717359999
115,553.8867,1405.4929,-1094.9592,0.0,0.0,0.0,-1258.8227,-16196.3757,597.2149,11714.9576,-2009.9561,56.589131519999995,-4278.605500000003,-1953.3669684800002,-6231.972468480004
116,506.422,1432.8796,-1077.1184,0.0,0.0,0.0,-1286.2588,-16101.921,606.035,11753.4255,-2078.5119,57.202975439999996,-4166.536099999999,-2021.30892456,-6187.845024559999
117,501.1331,1393.0773,-1079.5109,0.0,0.0,0.0,-1294.5181,-16095.6555,612.1333,11738.3169,-2046.5526,58.16097936,-4225.0239,-1988.39162064,-6213.41552064
118,544.0017,1397.1662,-1076.3154,0.0,0.0,0.0,-1309.8827,-16164.7073,599.5922,11707.0722,-1973.2871,56.34953064,-4303.0731,-1916.93756936,-6220.010669359999
119,525.2758,1434.9641,-1070.0143,0.0,0.0,0.0,-1278.1083,-16225.2217,608.7671,11732.7863,-1964.7481,55.36681416,-4271.5509999999995,-1909.38128584,-6180.932285839999
120,493.5087,1394.8014,-1089.85,0.0,0.0,0.0,-1278.0968,-16106.092,613.4618,11718.279,-2052.9235,56.29326336,-4253.987899999998,-1996.6302366399998,-6250.618136639998
121,498.5789,1411.3061,-1104.0121,0.0,0.0,0.0,-1266.0736,-16145.2833,604.2431,11726.3992,-2040.9964,57.9739644,-4274.841700000001,-1983.0224355999999,-6257.864135600001
122,542.643,1435.7329,-1073.091,0.0,0.0,0.0,-1279.8287,-16105.2256,607.7394,11722.3766,-2052.5678,56.96635896,-4149.653400000001,-1995.6014410399998,-6145.25484104
123,528.9912,1417.3027,-1066.1353,0.0,0.0,0.0,-1255.8128,-16219.1276,608.677,11743.1364,-1965.3563,57.729155039999995,-4242.968400000002,-1907.62714496,-6150.5955449600015
124,533.7616,1436.17,-1116.5429,0.0,0.0,0.0,-1269.2053,-16045.8538,593.9628,11775.5311,-2137.3232,58.93442064,-4092.1764999999996,-2078.3887793599997,-6170.565279359999
125,508.0375,1468.9658,-1083.2517,0.0,0.0,0.0,-1304.2751,-16114.8878,581.6056,11673.1952,-1996.2658,55.1299644,-4270.610499999999,-1941.1358355999998,-6211.746335599999
126,496.6709,1414.5875,-1095.6554,0.0,0.0,0.0,-1264.6631,-15981.2545,612.3587,11771.2994,-2225.1393,59.487367680000006,-4046.6564999999973,-2165.65193232,-6212.308432319997
127,524.7967,1407.561,-1092.5149,0.0,0.0,0.0,-1295.4526,-16038.2196,591.4783,11720.7326,-2095.8997,56.60207352,-4181.618499999999,-2039.29762648,-6220.916126479999
128,515.1051,1412.6703,-1091.3666,0.0,0.0,0.0,-1281.9462,-15937.6759,599.9146,11719.3432,-2185.9257,56.70780336,-4063.9555,-2129.2178966399997,-6193.17339664
129,515.4222,1451.362,-1079.8854,0.0,0.0,0.0,-1253.002,-16035.4466,605.6745,11782.3283,-2214.7265,58.2060636,-4013.5470000000023,-2156.5204364,-6170.067436400003
130,509.026,1360.9529,-1048.5906,0.0,0.0,0.0,-1262.7771,-16119.7403,609.4761,11867.5479,-2143.6141,60.10405056,-4084.105099999999,-2083.51004944,-6167.615149439998
131,523.4752,1467.184,-1060.6417,0.0,0.0,0.0,-1275.8945,-16067.0485,606.2738,11768.9214,-2145.6713,60.44963112,-4037.730300000001,-2085.22166888,-6122.951968880001
132,493.2287,1440.3577,-1106.131,0.0,0.0,0.0,-1276.6227,-16179.3345,620.3126,11792.4962,-2070.4351,58.82674032,-4215.693000000003,-2011.6083596800001,-6227.301359680004
133,539.5972,1406.0523,-1075.2617,0.0,0.0,0.0,-1267.9965,-16106.7527,605.8461,11772.2879,-2102.5214,57.47329872,-4126.227399999998,-2045.04810128,-6171.275501279997
134,540.0623,1426.123,-1104.2267,0.0,0.0,0.0,-1265.5697,-16056.3622,621.1835,11765.7355,-2142.3507,58.897676159999996,-4073.054299999998,-2083.45302384,-6156.507323839998
135,494.5339,1410.3847,-1069.3198,0.0,0.0,0.0,-1290.4032,-16065.5072,606.8321,11729.7995,-2121.4488,57.54064896,-4183.680000000002,-2063.90815104,-6247.588151040002
136,512.7849,1451.9772,-1084.7389,0.0,0.0,0.0,-1297.0086,-16144.7482,589.4352,11663.9373,-1974.674,55.8633636,-4308.3611,-1918.8106364,-6227.1717364
137,503.3753,1431.0307,-1091.5875,0.0,0.0,0.0,-1279.4982,-16047.7271,592.5482,11720.6773,-2101.5596,57.5309628,-4171.181300000002,-2044.0286372,-6215.209937200003
138,488.6445,1412.8212,-1117.0347,0.0,0.0,0.0,-1261.4253,-16169.4887,626.6477,11774.2503,-2052.8146,58.34313288,-4245.585000000001,-1994.4714671200002,-6240.056467120001
139,513.3219,1459.2221,-1055.8686,0.0,0.0,0.0,-1298.5647,-16034.1666,583.7287,11727.798,-2127.2621,56.07486504,-4104.529199999999,-2071.18723496,-6175.716434959999
140,528.5671,1410.5043,-1091.9074,0.0,0.0,0.0,-1274.9458,-16199.214,614.6602,11792.3553,-2058.5452,56.0470104,-4219.980300000001,-2002.4981896,-6222.478489600002
141,503.4271,1355.3703,-1090.4477,0.0,0.0,0.0,-1286.5294,-16077.5765,612.6945,11751.2413,-2108.2946,57.89435256,-4231.8204000000005,-2050.4002474400004,-6282.220647440001
142,487.864,1475.9463,-1118.8444,0.0,0.0,0.0,-1258.4682,-16094.2425,609.9546,11821.3521,-2176.1426,58.985752319999996,-4076.4380999999994,-2117.1568476800003,-6193.59494768
143,516.4848,1430.8188,-1092.7105,0.0,0.0,0.0,-1290.7273,-16081.7258,613.1495,11790.5617,-2119.3227,58.209840719999995,-4114.148800000001,-2061.11285928,-6175.261659280001
