#Frame   121_res[bond] 121_res[angle] 121_res[dih] 121_res[vdw14] 121_res[elec14] 121_res[vdw] 121_res[elec] 121_res[total]
       1        2.5711         9.3669      -1.1863         4.3239         26.8153      -1.4935       -3.5612        36.8362
       2        2.0894        11.6221      -0.5797         4.9108         24.2374      -1.8737       -1.8728        38.5336
       3        7.9303        15.1320      -3.0524         4.9387         26.2964      -2.4054       -2.5991        46.2405
       4        7.4754        13.7069      -2.3994         5.2860         24.0243      -2.1445       -2.6528        43.2958
       5        4.9682        14.2196      -0.5894         4.8206         25.4778      -2.3384       -3.1053        43.4531
       6        7.1557         8.8319      -1.8481         3.8135         25.4310      -1.9763       -2.2273        39.1804
       7        5.5440        21.4193      -2.0388         3.7529         24.0983      -2.6690       -1.1973        48.9095
       8        7.7789        13.4261      -2.9374         3.1183         26.6352      -2.4401       -3.3391        42.2420
       9        4.7432        11.6194       1.2927         4.4168         25.9630      -2.6491       -3.0039        42.3822
      10        5.4866        12.0120      -0.4991         4.7620         24.6138      -2.7363       -2.3707        41.2684
      11        9.5481        11.6205      -2.7681         2.6685         25.6703      -1.9941       -2.4431        42.3021
      12        7.0259        13.7634      -1.4543         3.6983         25.8353      -2.6839       -2.7548        43.4301
      13        5.2766        19.3209      -0.0470         5.3082         26.6527      -1.6124       -4.2802        50.6189
      14        4.1907        11.7098      -0.0935         4.5196         26.1650      -2.2583       -3.1550        41.0784
      15        5.0591        11.2475      -2.2238         3.9906         25.3740      -2.0959       -1.7849        39.5665
      16        6.6318         9.7525      -1.8823         3.6796         25.4834      -2.8169       -3.0676        37.7805
      17        2.8174        10.2127      -1.2014         5.1257         25.9709      -2.1746       -3.0599        37.6909
      18        4.7134        16.6405      -3.0876         3.9607         25.5748      -2.6194       -2.0493        43.1330
      19        3.2626        12.0092      -2.2813         3.8854         25.3606      -2.7506       -2.3324        37.1535
      20        3.4488         9.3251      -4.0235         4.4161         28.7810      -2.4807       -5.1474        34.3194
      21        6.3418        13.3930      -3.0075         4.1869         25.1266      -2.3589       -3.4939        40.1881
      22        8.4421        11.1933      -2.3241         3.2826         24.8421      -2.3082       -2.5410        40.5868
      23        8.0847         9.3722      -1.8410         4.0481         25.7819      -2.5920       -2.4766        40.3772
      24        7.0406         9.7988      -1.9204         3.5020         27.3154      -2.5174       -3.1153        40.1038
      25        5.1361         9.5957      -1.6948         4.5495         25.7294      -2.6574       -3.1328        37.5257
      26        2.2432        14.0843      -1.6165         4.6790         25.9607      -2.0242       -3.5249        39.8016
      27        4.6636         9.7588      -4.3127         4.4703         27.2191      -2.7044       -3.3605        35.7341
      28        5.7470        12.6118      -2.9185         5.1882         24.6953      -2.1537       -3.0249        40.1452
      29        4.0702         9.7506      -2.1155         5.7118         23.6328      -2.1137       -1.6348        37.3014
      30        6.0112         9.0176      -1.3656         4.8779         24.9395      -1.9290       -2.7487        38.8030
      31        5.2151        12.4284       0.7358         4.2865         26.0036      -2.5759       -2.8365        43.2570
      32        3.0565        10.9934      -0.5897         5.5549         24.7573      -1.8347       -3.1305        38.8070
      33        3.4778        11.5545      -3.6319         5.1512         27.9603      -2.0417       -4.0494        38.4208
      34        7.1734        10.5808      -2.6739         2.9615         25.3890      -2.6365       -2.1826        38.6116
      35        4.8912        15.9472      -0.8565         5.1295         21.3966      -2.4202        0.2106        44.2985
      36        4.7000        11.2824      -2.4098         4.1108         25.0603      -2.6446       -2.1167        37.9824
      37        4.2059        12.1279      -1.1213         4.5219         25.5230      -2.7718       -2.5441        39.9415
      38        3.6706        10.9471      -0.3261         4.0867         26.5124      -2.1839       -3.6586        39.0481
      39        3.9429        11.4617      -1.3503         4.8523         25.5221      -2.5122       -2.4263        39.4901
      40        4.6787        12.4877      -2.6052         3.6136         26.1092      -2.5674       -3.0659        38.6507
      41        3.8171        13.8928      -3.2211         4.3196         26.7875      -1.9146       -3.6902        39.9912
      42        4.2551        12.5324      -2.4692         3.8389         26.8876      -2.3757       -3.1601        39.5090
      43        8.1676         9.3862      -0.1940         3.4930         23.7033      -2.1890       -1.7040        40.6632
      44        4.0869        13.4956       0.8748         3.9498         24.2235      -2.2988       -2.3353        41.9967
      45        6.0217        10.4778      -4.2954         4.6923         27.1788      -2.5288       -3.4974        38.0489
      46        4.4874        11.8991      -0.9729         4.4915         26.9089      -2.0612       -3.4388        41.3141
      47        7.8115        12.2943       0.4623         4.2309         23.8733      -1.5940       -2.0902        44.9881
      48        7.2190        11.3045      -0.5869         4.0384         30.4071      -2.1475       -3.8314        46.4032
      49        4.2524        15.3854      -2.3454         4.3508         25.5452      -2.5550       -1.9296        42.7037
      50        9.2714        12.1280      -2.5722         3.1946         27.0436      -2.6421       -3.5843        42.8390
      51        4.0597        10.4222      -2.1998         3.4589         27.1065      -2.8161       -3.3498        36.6815
      52        4.9950        11.6188      -1.0173         4.2040         25.4189      -2.1361       -2.0246        41.0588
      53        6.6128        13.7229      -3.5215         4.5038         24.5085      -0.9807       -2.4842        42.3615
      54        5.9435        11.2554      -3.2827         3.8016         26.6920      -2.6964       -3.6569        38.0565
      55        5.9493        11.0199       0.2391         3.6931         26.3352      -2.3129       -3.0632        41.8602
      56        3.8653         9.5244       1.3187         4.4677         26.5685      -2.5684       -3.4126        39.7637
      57        5.3107        12.4182      -2.7994         4.6607         25.2193      -2.4494       -2.9478        39.4122
      58        8.2965        10.5205      -1.0223         4.0892         25.4905      -2.5703       -2.4459        42.3581
      59        9.3006        10.1919      -1.0140         4.4944         25.7017      -2.0994       -3.1037        43.4716
      60        3.9096        11.8086       1.4083         4.1380         28.3460      -2.3675       -4.0783        43.1648
      61        6.0708         9.6481      -1.1010         4.8457         27.4235      -2.5428       -3.8972        40.4472
      62        8.7438        14.2256      -3.2269         3.6654         24.9625      -2.4737       -2.3052        43.5916
      63        9.1690         9.9522      -2.0015         4.3437         26.9058      -2.6657       -3.8713        41.8323
      64        6.5902        16.3429      -0.2095         4.2726         24.5445      -2.7217       -2.1781        46.6410
      65        3.7181        13.4920      -3.8336         4.6158         26.1420      -1.3304       -3.0845        39.7193
      66        3.0106        14.1066      -2.0401         3.5306         27.5862      -2.5838       -3.3805        40.2296
      67        6.5222        10.8139      -1.3209         3.7613         24.5225      -2.5201       -1.8814        39.8977
      68       11.0392        13.1309      -0.4393         5.1094         23.9940      -2.6194       -1.1968        49.0181
      69        5.6032        12.2684      -2.4585         4.3415         25.0587      -2.6124       -2.4538        39.7473
      70        5.0392        12.8324      -1.7302         4.4061         24.3332      -2.5786       -1.7588        40.5433
      71        4.9905        14.7963      -3.4422         4.5624         25.4086      -2.5088       -2.0872        41.7195
      72        5.7093        12.8088      -2.4012         3.3471         25.8497      -2.6498       -2.9243        39.7395
      73       14.3299        11.5585       0.5857         3.5472         25.1668      -2.3984       -2.9443        49.8454
      74        5.3234        11.6044      -1.8431         3.9926         25.2176      -2.4802       -2.6187        39.1959
      75        5.3858        10.4621      -2.0490         3.9656         26.7300      -2.8621       -2.8741        38.7584
      76        6.9780         9.5009      -4.5173         3.8922         26.7725      -2.7687       -2.8769        36.9808
      77        4.6268         9.6753      -2.2569         3.3991         27.4996      -2.5012       -2.9651        37.4777
      78        6.5292        13.6684       1.0089         3.7029         26.0470      -2.5522       -1.7195        46.6848
      79        7.4233        12.5225      -1.6769         4.8294         26.8746      -2.0222       -3.6065        44.3441
      80        5.8291        15.1158      -3.1895         5.2065         24.8765      -2.0495       -1.8564        43.9324
      81        4.5032        10.6682      -1.3546         5.8035         25.9439      -2.5013       -2.9686        40.0944
      82        5.1153        13.0287      -2.4010         3.6300         25.3596      -2.6288       -1.8844        40.2194
      83        4.4398        12.4405       1.2373         4.3752         22.9560      -2.6993       -1.1151        41.6344
      84        8.1333        12.9880       0.7620         3.2897         26.6303      -2.6861       -3.3187        45.7985
      85        4.5454         8.4103      -4.0165         4.3305         25.2972      -2.6241       -2.2623        33.6805
      86        1.7250        13.5443      -1.1874         5.0360         25.5943      -1.5128       -3.0545        40.1448
      87        7.3521        11.6728      -1.2918         3.9866         23.3735      -2.8004        0.2277        42.5205
      88        5.3376        12.0661      -2.9638         4.3311         26.8181      -0.8690       -4.3884        40.3316
      89        6.1059        16.6636      -3.9561         4.5977         24.3624      -2.6477       -2.2258        42.9000
      90        7.4156        12.3746      -3.4485         4.7689         25.6988      -2.3665       -2.8858        41.5571
      91        3.0082        13.9846      -0.7255         5.2593         21.1042      -2.4312        0.0577        40.2572
      92        6.8952        10.5092      -2.4117         3.3935         20.5346      -2.5616        4.5052        40.8644
      93        4.7311        11.8367      -1.9498         5.1454         18.7643      -2.4732        5.0477        41.1023
      94        8.0819        10.0582      -1.4312         4.3375         19.6171      -2.4864        5.6522        43.8293
      95        4.0231        11.1726       1.1743         3.1673         23.0473      -2.2164        4.2106        44.5789
      96        6.7622         9.7829      -2.6988         3.8021         23.6770      -2.7605        5.0236        43.5885
      97        4.8819        12.4069      -0.5079         5.2349         22.8395      -2.4226        4.1158        46.5485
      98        8.7472        14.6882      -0.1812         3.3778         21.9143      -2.3501        4.2511        50.4473
      99        6.1076        11.3174      -1.9781         3.2924         23.2248      -2.2699        3.5342        43.2284
     100        6.9991        12.6178       0.8969         4.2809         21.6780      -2.3150        4.4018        48.5595
     101        4.1870         8.2197       0.8083         3.9230         23.6446      -2.5847        4.1072        42.3051
     102        6.4341        12.1304      -1.5132         4.1377         21.8908      -2.6771        4.9756        45.3783
